geo_description,label,year,description,estimate,moe,se,cv
United States,HD01_VD02,2006,Estimate; Total (dollars):,27239,45.28,23.1,0.08
Harnett ,HD01_VD10,2006,Estimate; Female -- - Other (dollars),8862,2487.83,1269.3,14.32
Henderson ,HD01_VD10,2006,Estimate; Female -- - Other (dollars),9123,2533.11,1292.4,14.17
Iredell ,HD01_VD10,2006,Estimate; Female -- - Other (dollars),8627,2212.6,1128.88,13.09
Johnston ,HD01_VD10,2006,Estimate; Female -- - Other (dollars),10348,2430.64,1240.12,11.98
Lincoln ,HD01_VD10,2006,Estimate; Female -- - Other (dollars),9772,3313.53,1690.58,17.3
Mecklenburg ,HD01_VD10,2006,Estimate; Female -- - Other (dollars),11680,1052.09,536.78,4.6
Moore ,HD01_VD10,2006,Estimate; Female -- - Other (dollars),9512,3724.6,1900.31,19.98
Nash ,HD01_VD10,2006,Estimate; Female -- - Other (dollars),10137,2875.06,1466.87,14.47
New Hanover ,HD01_VD10,2006,Estimate; Female -- - Other (dollars),10890,1295.15,660.79,6.07
Onslow ,HD01_VD10,2006,Estimate; Female -- - Other (dollars),10751,1369.02,698.48,6.5
Orange ,HD01_VD10,2006,Estimate; Female -- - Other (dollars),7343,1856.34,947.11,12.9
Pitt ,HD01_VD10,2006,Estimate; Female -- - Other (dollars),9022,1519.15,775.08,8.59
Randolph ,HD01_VD10,2006,Estimate; Female -- - Other (dollars),11163,1725.28,880.24,7.89
Robeson ,HD01_VD10,2006,Estimate; Female -- - Other (dollars),8858,1383.32,705.78,7.97
Rockingham ,HD01_VD10,2006,Estimate; Female -- - Other (dollars),12282,2780.94,1418.85,11.55
Rowan ,HD01_VD10,2006,Estimate; Female -- - Other (dollars),8413,2869.11,1463.83,17.4
Surry ,HD01_VD10,2006,Estimate; Female -- - Other (dollars),8157,3393.36,1731.31,21.22
Union ,HD01_VD10,2006,Estimate; Female -- - Other (dollars),10064,1587.06,809.72,8.05
Wake ,HD01_VD10,2006,Estimate; Female -- - Other (dollars),10193,915.06,466.87,4.58
Wayne ,HD01_VD10,2006,Estimate; Female -- - Other (dollars),9256,2105.36,1074.16,11.61
Wilkes ,HD01_VD10,2006,Estimate; Female -- - Other (dollars),8869,2645.11,1349.55,15.22
Wilson ,HD01_VD10,2006,Estimate; Female -- - Other (dollars),7189,2010.04,1025.53,14.27
United States,HD01_VD02,2007,Estimate; Total (dollars):,28640,72.68,37.08,0.13
North Carolina,HD01_VD02,2007,Estimate; Total (dollars):,26316,208.51,106.38,0.4
Alamance ,HD01_VD02,2007,Estimate; Total (dollars):,24077,1807.49,922.19,3.83
Brunswick ,HD01_VD02,2007,Estimate; Total (dollars):,25375,2903.66,1481.46,5.84
Buncombe ,HD01_VD02,2007,Estimate; Total (dollars):,24629,1528.68,779.94,3.17
Burke ,HD01_VD02,2007,Estimate; Total (dollars):,23304,2167.32,1105.78,4.75
Cabarrus ,HD01_VD02,2007,Estimate; Total (dollars):,28931,2178.04,1111.24,3.84
Caldwell ,HD01_VD02,2007,Estimate; Total (dollars):,24179,2145.87,1094.83,4.53
Catawba ,HD01_VD02,2007,Estimate; Total (dollars):,25444,1268.94,647.42,2.54
Cleveland ,HD01_VD02,2007,Estimate; Total (dollars):,21707,1932.6,986.02,4.54
Craven ,HD01_VD02,2007,Estimate; Total (dollars):,26494,1656.17,844.98,3.19
Cumberland ,HD01_VD02,2007,Estimate; Total (dollars):,25013,1279.66,652.89,2.61
Davidson ,HD01_VD02,2007,Estimate; Total (dollars):,25301,1741.96,888.76,3.51
Durham ,HD01_VD02,2007,Estimate; Total (dollars):,27710,1576.34,804.26,2.9
Forsyth ,HD01_VD02,2007,Estimate; Total (dollars):,26623,1106.89,564.74,2.12
Gaston ,HD01_VD02,2007,Estimate; Total (dollars):,25700,2173.28,1108.82,4.31
Guilford ,HD01_VD02,2007,Estimate; Total (dollars):,27547,1389.28,708.82,2.57
Harnett ,HD01_VD02,2007,Estimate; Total (dollars):,22915,2181.62,1113.07,4.86
Henderson ,HD01_VD02,2007,Estimate; Total (dollars):,26268,3605.45,1839.52,7
Iredell ,HD01_VD02,2007,Estimate; Total (dollars):,27561,1968.34,1004.26,3.64
Johnston ,HD01_VD02,2007,Estimate; Total (dollars):,27864,2603.4,1328.27,4.77
Lincoln ,HD01_VD02,2007,Estimate; Total (dollars):,25987,1874.21,956.23,3.68
Mecklenburg ,HD01_VD02,2007,Estimate; Total (dollars):,31973,720.85,367.78,1.15
Moore ,HD01_VD02,2007,Estimate; Total (dollars):,21049,4496.68,2294.22,10.9
Nash ,HD01_VD02,2007,Estimate; Total (dollars):,28110,2958.47,1509.42,5.37
New Hanover ,HD01_VD02,2007,Estimate; Total (dollars):,25669,1401.19,714.89,2.79
Onslow ,HD01_VD02,2007,Estimate; Total (dollars):,22947,1191.49,607.9,2.65
Orange ,HD01_VD02,2007,Estimate; Total (dollars):,25030,2149.45,1096.66,4.38
Pitt ,HD01_VD02,2007,Estimate; Total (dollars):,23697,2269.79,1158.06,4.89
Randolph ,HD01_VD02,2007,Estimate; Total (dollars):,24246,2102.98,1072.95,4.43
Robeson ,HD01_VD02,2007,Estimate; Total (dollars):,21338,1278.47,652.28,3.06
Rockingham ,HD01_VD02,2007,Estimate; Total (dollars):,26470,1439.32,734.35,2.77
Rowan ,HD01_VD02,2007,Estimate; Total (dollars):,27025,1456,742.86,2.75
Surry ,HD01_VD02,2007,Estimate; Total (dollars):,22954,1896.85,967.78,4.22
Union ,HD01_VD02,2007,Estimate; Total (dollars):,30500,1278.47,652.28,2.14
Wake ,HD01_VD02,2007,Estimate; Total (dollars):,34576,1205.79,615.2,1.78
Wayne ,HD01_VD02,2007,Estimate; Total (dollars):,25370,1926.64,982.98,3.87
Wilkes ,HD01_VD02,2007,Estimate; Total (dollars):,24089,2329.36,1188.45,4.93
Wilson ,HD01_VD02,2007,Estimate; Total (dollars):,22462,3418.38,1744.07,7.76
United States,HD01_VD04,2007,Estimate; Male -- - Total (dollars),34159,120.34,61.4,0.18
North Carolina,HD01_VD04,2007,Estimate; Male -- - Total (dollars),30913,222.81,113.68,0.37
Alamance ,HD01_VD04,2007,Estimate; Male -- - Total (dollars),26631,2361.53,1204.86,4.52
Brunswick ,HD01_VD04,2007,Estimate; Male -- - Total (dollars),27983,2228.09,1136.78,4.06
Buncombe ,HD01_VD04,2007,Estimate; Male -- - Total (dollars),30140,2576,1314.29,4.36
Burke ,HD01_VD04,2007,Estimate; Male -- - Total (dollars),26178,1515.57,773.25,2.95
Cabarrus ,HD01_VD04,2007,Estimate; Male -- - Total (dollars),35132,2738.04,1396.96,3.98
Caldwell ,HD01_VD04,2007,Estimate; Male -- - Total (dollars),27281,2411.57,1230.39,4.51
Catawba ,HD01_VD04,2007,Estimate; Male -- - Total (dollars),30083,2112.51,1077.81,3.58
Cleveland ,HD01_VD04,2007,Estimate; Male -- - Total (dollars),29573,6237.45,3182.37,10.76
Craven ,HD01_VD04,2007,Estimate; Male -- - Total (dollars),32267,4798.13,2448.03,7.59
Cumberland ,HD01_VD04,2007,Estimate; Male -- - Total (dollars),31234,1282.04,654.1,2.09
Davidson ,HD01_VD04,2007,Estimate; Male -- - Total (dollars),30425,1951.66,995.74,3.27
Durham ,HD01_VD04,2007,Estimate; Male -- - Total (dollars),27477,1930.21,984.8,3.58
Forsyth ,HD01_VD04,2007,Estimate; Male -- - Total (dollars),30769,1598.98,815.81,2.65
Gaston ,HD01_VD04,2007,Estimate; Male -- - Total (dollars),30181,2350.81,1199.39,3.97
Guilford ,HD01_VD04,2007,Estimate; Male -- - Total (dollars),32931,1813.45,925.23,2.81
Harnett ,HD01_VD04,2007,Estimate; Male -- - Total (dollars),29358,2990.64,1525.84,5.2
Henderson ,HD01_VD04,2007,Estimate; Male -- - Total (dollars),31551,3354.04,1711.24,5.42
Iredell ,HD01_VD04,2007,Estimate; Male -- - Total (dollars),35600,3805.62,1941.64,5.45
Johnston ,HD01_VD04,2007,Estimate; Male -- - Total (dollars),31952,1882.55,960.48,3.01
Lincoln ,HD01_VD04,2007,Estimate; Male -- - Total (dollars),31114,1509.62,770.21,2.48
Mecklenburg ,HD01_VD04,2007,Estimate; Male -- - Total (dollars),37008,1103.32,562.92,1.52
Moore ,HD01_VD04,2007,Estimate; Male -- - Total (dollars),30179,4441.87,2266.26,7.51
Nash ,HD01_VD04,2007,Estimate; Male -- - Total (dollars),31868,2962.04,1511.24,4.74
New Hanover ,HD01_VD04,2007,Estimate; Male -- - Total (dollars),31208,1892.09,965.35,3.09
Onslow ,HD01_VD04,2007,Estimate; Male -- - Total (dollars),23761,1155.74,589.66,2.48
Orange ,HD01_VD04,2007,Estimate; Male -- - Total (dollars),28107,5791.83,2955.02,10.51
Pitt ,HD01_VD04,2007,Estimate; Male -- - Total (dollars),28923,3370.72,1719.76,5.95
Randolph ,HD01_VD04,2007,Estimate; Male -- - Total (dollars),27185,2701.11,1378.12,5.07
Robeson ,HD01_VD04,2007,Estimate; Male -- - Total (dollars),23658,5499.91,2806.08,11.86
Rockingham ,HD01_VD04,2007,Estimate; Male -- - Total (dollars),29656,1653.79,843.77,2.85
Rowan ,HD01_VD04,2007,Estimate; Male -- - Total (dollars),33562,3637.62,1855.93,5.53
Surry ,HD01_VD04,2007,Estimate; Male -- - Total (dollars),26117,3218.21,1641.94,6.29
Union ,HD01_VD04,2007,Estimate; Male -- - Total (dollars),36089,1964.77,1002.43,2.78
Wake ,HD01_VD04,2007,Estimate; Male -- - Total (dollars),40626,1463.15,746.51,1.84
Wayne ,HD01_VD04,2007,Estimate; Male -- - Total (dollars),30181,2137.53,1090.58,3.61
Wilkes ,HD01_VD04,2007,Estimate; Male -- - Total (dollars),27746,2910.81,1485.11,5.35
Wilson ,HD01_VD04,2007,Estimate; Male -- - Total (dollars),29057,5944.34,3032.83,10.44
United States,HD01_VD05,2007,"Estimate; Male -- - Worked full-time, year-round in the past 12 months (dollars)",44255,175.15,89.36,0.2
North Carolina,HD01_VD05,2007,"Estimate; Male -- - Worked full-time, year-round in the past 12 months (dollars)",39447,804.26,410.34,1.04
Alamance ,HD01_VD05,2007,"Estimate; Male -- - Worked full-time, year-round in the past 12 months (dollars)",36794,4648,2371.43,6.45
Brunswick ,HD01_VD05,2007,"Estimate; Male -- - Worked full-time, year-round in the past 12 months (dollars)",35140,3171.74,1618.23,4.61
Buncombe ,HD01_VD05,2007,"Estimate; Male -- - Worked full-time, year-round in the past 12 months (dollars)",37005,2764.26,1410.34,3.81
Burke ,HD01_VD05,2007,"Estimate; Male -- - Worked full-time, year-round in the past 12 months (dollars)",31399,1598.98,815.81,2.6
Cabarrus ,HD01_VD05,2007,"Estimate; Male -- - Worked full-time, year-round in the past 12 months (dollars)",43368,4161.87,2123.4,4.9
Caldwell ,HD01_VD05,2007,"Estimate; Male -- - Worked full-time, year-round in the past 12 months (dollars)",35873,2747.57,1401.82,3.91
Catawba ,HD01_VD05,2007,"Estimate; Male -- - Worked full-time, year-round in the past 12 months (dollars)",34993,3274.21,1670.52,4.77
Cleveland ,HD01_VD05,2007,"Estimate; Male -- - Worked full-time, year-round in the past 12 months (dollars)",36987,7971.06,4066.87,11
Craven ,HD01_VD05,2007,"Estimate; Male -- - Worked full-time, year-round in the past 12 months (dollars)",39061,4555.06,2324.01,5.95
Cumberland ,HD01_VD05,2007,"Estimate; Male -- - Worked full-time, year-round in the past 12 months (dollars)",37466,3949.79,2015.2,5.38
Davidson ,HD01_VD05,2007,"Estimate; Male -- - Worked full-time, year-round in the past 12 months (dollars)",36540,2058.89,1050.45,2.87
Durham ,HD01_VD05,2007,"Estimate; Male -- - Worked full-time, year-round in the past 12 months (dollars)",36805,3648.34,1861.4,5.06
Forsyth ,HD01_VD05,2007,"Estimate; Male -- - Worked full-time, year-round in the past 12 months (dollars)",41758,2377.02,1212.77,2.9
Gaston ,HD01_VD05,2007,"Estimate; Male -- - Worked full-time, year-round in the past 12 months (dollars)",40490,1689.53,862.01,2.13
Guilford ,HD01_VD05,2007,"Estimate; Male -- - Worked full-time, year-round in the past 12 months (dollars)",41685,1463.15,746.51,1.79
Harnett ,HD01_VD05,2007,"Estimate; Male -- - Worked full-time, year-round in the past 12 months (dollars)",40095,3183.66,1624.32,4.05
Henderson ,HD01_VD05,2007,"Estimate; Male -- - Worked full-time, year-round in the past 12 months (dollars)",36590,1852.77,945.29,2.58
Iredell ,HD01_VD05,2007,"Estimate; Male -- - Worked full-time, year-round in the past 12 months (dollars)",42734,3159.83,1612.16,3.77
Johnston ,HD01_VD05,2007,"Estimate; Male -- - Worked full-time, year-round in the past 12 months (dollars)",37871,4296.51,2192.1,5.79
Lincoln ,HD01_VD05,2007,"Estimate; Male -- - Worked full-time, year-round in the past 12 months (dollars)",37666,4383.49,2236.47,5.94
Mecklenburg ,HD01_VD05,2007,"Estimate; Male -- - Worked full-time, year-round in the past 12 months (dollars)",47426,2653.45,1353.8,2.85
Moore ,HD01_VD05,2007,"Estimate; Male -- - Worked full-time, year-round in the past 12 months (dollars)",38528,7764.94,3961.7,10.28
Nash ,HD01_VD05,2007,"Estimate; Male -- - Worked full-time, year-round in the past 12 months (dollars)",42916,4841.02,2469.91,5.76
New Hanover ,HD01_VD05,2007,"Estimate; Male -- - Worked full-time, year-round in the past 12 months (dollars)",41420,2242.38,1144.07,2.76
Onslow ,HD01_VD05,2007,"Estimate; Male -- - Worked full-time, year-round in the past 12 months (dollars)",25311,1503.66,767.17,3.03
Orange ,HD01_VD05,2007,"Estimate; Male -- - Worked full-time, year-round in the past 12 months (dollars)",51360,4937.53,2519.15,4.9
Pitt ,HD01_VD05,2007,"Estimate; Male -- - Worked full-time, year-round in the past 12 months (dollars)",40208,3850.89,1964.74,4.89
Randolph ,HD01_VD05,2007,"Estimate; Male -- - Worked full-time, year-round in the past 12 months (dollars)",34187,2232.85,1139.21,3.33
Robeson ,HD01_VD05,2007,"Estimate; Male -- - Worked full-time, year-round in the past 12 months (dollars)",31292,1413.11,720.97,2.3
Rockingham ,HD01_VD05,2007,"Estimate; Male -- - Worked full-time, year-round in the past 12 months (dollars)",34294,2522.38,1286.93,3.75
Rowan ,HD01_VD05,2007,"Estimate; Male -- - Worked full-time, year-round in the past 12 months (dollars)",42417,3180.09,1622.49,3.83
Surry ,HD01_VD05,2007,"Estimate; Male -- - Worked full-time, year-round in the past 12 months (dollars)",34721,3609.02,1841.34,5.3
Union ,HD01_VD05,2007,"Estimate; Male -- - Worked full-time, year-round in the past 12 months (dollars)",42327,2853.62,1455.93,3.44
Wake ,HD01_VD05,2007,"Estimate; Male -- - Worked full-time, year-round in the past 12 months (dollars)",51801,1793.19,914.89,1.77
Wayne ,HD01_VD05,2007,"Estimate; Male -- - Worked full-time, year-round in the past 12 months (dollars)",37503,3301.62,1684.5,4.49
Wilkes ,HD01_VD05,2007,"Estimate; Male -- - Worked full-time, year-round in the past 12 months (dollars)",29886,2464,1257.14,4.21
Wilson ,HD01_VD05,2007,"Estimate; Male -- - Worked full-time, year-round in the past 12 months (dollars)",36743,5850.21,2984.8,8.12
United States,HD01_VD06,2007,Estimate; Male -- - Other (dollars),12478,67.91,34.65,0.28
North Carolina,HD01_VD06,2007,Estimate; Male -- - Other (dollars),11366,288.34,147.11,1.29
Alamance ,HD01_VD06,2007,Estimate; Male -- - Other (dollars),11045,1811.06,924.01,8.37
Brunswick ,HD01_VD06,2007,Estimate; Male -- - Other (dollars),10651,1938.55,989.06,9.29
Buncombe ,HD01_VD06,2007,Estimate; Male -- - Other (dollars),13011,2865.53,1462.01,11.24
Burke ,HD01_VD06,2007,Estimate; Male -- - Other (dollars),10230,2946.55,1503.34,14.7
Cabarrus ,HD01_VD06,2007,Estimate; Male -- - Other (dollars),11718,1793.19,914.89,7.81
Caldwell ,HD01_VD06,2007,Estimate; Male -- - Other (dollars),14657,4739.74,2418.23,16.5
Catawba ,HD01_VD06,2007,Estimate; Male -- - Other (dollars),11763,3014.47,1537.99,13.07
Cleveland ,HD01_VD06,2007,Estimate; Male -- - Other (dollars),9103,2708.26,1381.77,15.18
Craven ,HD01_VD06,2007,Estimate; Male -- - Other (dollars),12541,5161.53,2633.43,21
Cumberland ,HD01_VD06,2007,Estimate; Male -- - Other (dollars),11710,1898.04,968.39,8.27
Davidson ,HD01_VD06,2007,Estimate; Male -- - Other (dollars),11157,1971.91,1006.08,9.02
Durham ,HD01_VD06,2007,Estimate; Male -- - Other (dollars),9692,1122.38,572.64,5.91
Forsyth ,HD01_VD06,2007,Estimate; Male -- - Other (dollars),10893,1432.17,730.7,6.71
Gaston ,HD01_VD06,2007,Estimate; Male -- - Other (dollars),11642,2371.06,1209.72,10.39
Guilford ,HD01_VD06,2007,Estimate; Male -- - Other (dollars),13113,2101.79,1072.34,8.18
Harnett ,HD01_VD06,2007,Estimate; Male -- - Other (dollars),10498,3153.87,1609.12,15.33
Henderson ,HD01_VD06,2007,Estimate; Male -- - Other (dollars),10759,3145.53,1604.86,14.92
Iredell ,HD01_VD06,2007,Estimate; Male -- - Other (dollars),16700,4291.74,2189.66,13.11
Johnston ,HD01_VD06,2007,Estimate; Male -- - Other (dollars),9890,3351.66,1710.03,17.29
Lincoln ,HD01_VD06,2007,Estimate; Male -- - Other (dollars),13018,4052.26,2067.48,15.88
Mecklenburg ,HD01_VD06,2007,Estimate; Male -- - Other (dollars),15107,1894.47,966.57,6.4
Moore ,HD01_VD06,2007,Estimate; Male -- - Other (dollars),11624,1817.02,927.05,7.98
Nash ,HD01_VD06,2007,Estimate; Male -- - Other (dollars),8321,1838.47,937.99,11.27
New Hanover ,HD01_VD06,2007,Estimate; Male -- - Other (dollars),11293,1900.43,969.61,8.59
Onslow ,HD01_VD06,2007,Estimate; Male -- - Other (dollars),15596,2242.38,1144.07,7.34
Orange ,HD01_VD06,2007,Estimate; Male -- - Other (dollars),6089,1304.68,665.65,10.93
Pitt ,HD01_VD06,2007,Estimate; Male -- - Other (dollars),10476,1643.06,838.3,8
Randolph ,HD01_VD06,2007,Estimate; Male -- - Other (dollars),11272,2194.72,1119.76,9.93
Robeson ,HD01_VD06,2007,Estimate; Male -- - Other (dollars),10624,1770.55,903.34,8.5
Rockingham ,HD01_VD06,2007,Estimate; Male -- - Other (dollars),11111,2181.62,1113.07,10.02
Rowan ,HD01_VD06,2007,Estimate; Male -- - Other (dollars),10130,3217.02,1641.34,16.2
Surry ,HD01_VD06,2007,Estimate; Male -- - Other (dollars),10857,2716.6,1386.02,12.77
Union ,HD01_VD06,2007,Estimate; Male -- - Other (dollars),12486,4545.53,2319.15,18.57
Wake ,HD01_VD06,2007,Estimate; Male -- - Other (dollars),12273,1547.74,789.66,6.43
Wayne ,HD01_VD06,2007,Estimate; Male -- - Other (dollars),10226,2529.53,1290.58,12.62
Wilkes ,HD01_VD06,2007,Estimate; Male -- - Other (dollars),11349,6536.51,3334.95,29.39
Wilson ,HD01_VD06,2007,Estimate; Male -- - Other (dollars),12110,6360.17,3244.98,26.8
United States,HD01_VD08,2007,Estimate; Female -- - Total (dollars),23066,72.68,37.08,0.16
North Carolina,HD01_VD08,2007,Estimate; Female -- - Total (dollars),22024,284.77,145.29,0.66
Alamance ,HD01_VD08,2007,Estimate; Female -- - Total (dollars),22179,1582.3,807.3,3.64
Brunswick ,HD01_VD08,2007,Estimate; Female -- - Total (dollars),21266,5012.6,2557.45,12.03
Buncombe ,HD01_VD08,2007,Estimate; Female -- - Total (dollars),20869,1394.04,711.24,3.41
Burke ,HD01_VD08,2007,Estimate; Female -- - Total (dollars),20340,1644.26,838.91,4.12
Cabarrus ,HD01_VD08,2007,Estimate; Female -- - Total (dollars),23041,2430.64,1240.12,5.38
Caldwell ,HD01_VD08,2007,Estimate; Female -- - Total (dollars),19330,3441.02,1755.62,9.08
Catawba ,HD01_VD08,2007,Estimate; Female -- - Total (dollars),21119,1516.77,773.86,3.66
Cleveland ,HD01_VD08,2007,Estimate; Female -- - Total (dollars),17313,2318.64,1182.98,6.83
Craven ,HD01_VD08,2007,Estimate; Female -- - Total (dollars),20887,2997.79,1529.48,7.32
Cumberland ,HD01_VD08,2007,Estimate; Female -- - Total (dollars),19207,2561.7,1306.99,6.8
Davidson ,HD01_VD08,2007,Estimate; Female -- - Total (dollars),20763,2007.66,1024.32,4.93
Durham ,HD01_VD08,2007,Estimate; Female -- - Total (dollars),27949,2136.34,1089.97,3.9
Forsyth ,HD01_VD08,2007,Estimate; Female -- - Total (dollars),23606,2122.04,1082.67,4.59
Gaston ,HD01_VD08,2007,Estimate; Female -- - Total (dollars),21673,1831.32,934.35,4.31
Guilford ,HD01_VD08,2007,Estimate; Female -- - Total (dollars),23852,1619.23,826.14,3.46
Harnett ,HD01_VD08,2007,Estimate; Female -- - Total (dollars),17248,2577.19,1314.89,7.62
Henderson ,HD01_VD08,2007,Estimate; Female -- - Total (dollars),22543,3603.06,1838.3,8.15
Iredell ,HD01_VD08,2007,Estimate; Female -- - Total (dollars),21320,1209.36,617.02,2.89
Johnston ,HD01_VD08,2007,Estimate; Female -- - Total (dollars),23307,2864.34,1461.4,6.27
Lincoln ,HD01_VD08,2007,Estimate; Female -- - Total (dollars),21771,2839.32,1448.63,6.65
Mecklenburg ,HD01_VD08,2007,Estimate; Female -- - Total (dollars),27514,1315.4,671.12,2.44
Moore ,HD01_VD08,2007,Estimate; Female -- - Total (dollars),15765,3232.51,1649.24,10.46
Nash ,HD01_VD08,2007,Estimate; Female -- - Total (dollars),25554,3231.32,1648.63,6.45
New Hanover ,HD01_VD08,2007,Estimate; Female -- - Total (dollars),21154,1317.79,672.34,3.18
Onslow ,HD01_VD08,2007,Estimate; Female -- - Total (dollars),20262,2300.77,1173.86,5.79
Orange ,HD01_VD08,2007,Estimate; Female -- - Total (dollars),21265,2789.28,1423.1,6.69
Pitt ,HD01_VD08,2007,Estimate; Female -- - Total (dollars),19952,2549.79,1300.91,6.52
Randolph ,HD01_VD08,2007,Estimate; Female -- - Total (dollars),21020,1761.02,898.48,4.27
Robeson ,HD01_VD08,2007,Estimate; Female -- - Total (dollars),17068,2916.77,1488.15,8.72
Rockingham ,HD01_VD08,2007,Estimate; Female -- - Total (dollars),21999,3146.72,1605.47,7.3
