geo_description,label,year,description,estimate,moe,se,cv
United States,HD01_VD01,2006,Estimate; Total:,225633342,31848.51,16249.24,0.01
United States,HD01_VD48,2006,"Estimate; Female: - 18 to 24 years: - Some college, no degree",5393104,42350.3,21607.3,0.4
North Carolina,HD01_VD48,2006,"Estimate; Female: - 18 to 24 years: - Some college, no degree",158666,6767.66,3452.89,2.18
Durham ,HD01_VD48,2006,"Estimate; Female: - 18 to 24 years: - Some college, no degree",6440,1347.57,687.54,10.68
Forsyth ,HD01_VD48,2006,"Estimate; Female: - 18 to 24 years: - Some college, no degree",5073,905.53,462.01,9.11
Guilford ,HD01_VD48,2006,"Estimate; Female: - 18 to 24 years: - Some college, no degree",11514,1662.13,848.03,7.37
United States,HD01_VD49,2006,Estimate; Female: - 18 to 24 years: - Associate's degree,779177,19187.74,9789.66,1.26
North Carolina,HD01_VD49,2006,Estimate; Female: - 18 to 24 years: - Associate's degree,19628,2659.4,1356.84,6.91
Durham ,HD01_VD49,2006,Estimate; Female: - 18 to 24 years: - Associate's degree,113,134.64,68.69,60.79
Forsyth ,HD01_VD49,2006,Estimate; Female: - 18 to 24 years: - Associate's degree,438,422.98,215.81,49.27
Guilford ,HD01_VD49,2006,Estimate; Female: - 18 to 24 years: - Associate's degree,371,285.96,145.9,39.33
United States,HD01_VD50,2006,Estimate; Female: - 18 to 24 years: - Bachelor's degree,1400582,24773.45,12639.52,0.9
North Carolina,HD01_VD50,2006,Estimate; Female: - 18 to 24 years: - Bachelor's degree,38289,4500.26,2296.05,6
Durham ,HD01_VD50,2006,Estimate; Female: - 18 to 24 years: - Bachelor's degree,2887,923.4,471.12,16.32
Forsyth ,HD01_VD50,2006,Estimate; Female: - 18 to 24 years: - Bachelor's degree,2002,724.43,369.61,18.46
Guilford ,HD01_VD50,2006,Estimate; Female: - 18 to 24 years: - Bachelor's degree,2423,962.72,491.18,20.27
United States,HD01_VD51,2006,Estimate; Female: - 18 to 24 years: - Graduate or professional degree,116893,6509.11,3320.97,2.84
North Carolina,HD01_VD51,2006,Estimate; Female: - 18 to 24 years: - Graduate or professional degree,2967,1090.21,556.23,18.75
Durham ,HD01_VD51,2006,Estimate; Female: - 18 to 24 years: - Graduate or professional degree,93,129.87,66.26,71.25
Forsyth ,HD01_VD51,2006,Estimate; Female: - 18 to 24 years: - Graduate or professional degree,130,184.68,94.22,72.48
Guilford ,HD01_VD51,2006,Estimate; Female: - 18 to 24 years: - Graduate or professional degree,487,449.19,229.18,47.06
United States,HD01_VD52,2006,Estimate; Female: - 25 to 34 years:,19656087,25739.74,13132.52,0.07
North Carolina,HD01_VD52,2006,Estimate; Female: - 25 to 34 years:,596018,6431.66,3281.46,0.55
Durham ,HD01_VD52,2006,Estimate; Female: - 25 to 34 years:,19765,327.66,167.17,0.85
Forsyth ,HD01_VD52,2006,Estimate; Female: - 25 to 34 years:,21857,284.77,145.29,0.66
Guilford ,HD01_VD52,2006,Estimate; Female: - 25 to 34 years:,28959,700.6,357.45,1.23
United States,HD01_VD53,2006,Estimate; Female: - 25 to 34 years: - Less than 9th grade,753973,17075.23,8711.85,1.16
North Carolina,HD01_VD53,2006,Estimate; Female: - 25 to 34 years: - Less than 9th grade,23072,2615.32,1334.35,5.78
Durham ,HD01_VD53,2006,Estimate; Female: - 25 to 34 years: - Less than 9th grade,1331,502.81,256.54,19.27
Forsyth ,HD01_VD53,2006,Estimate; Female: - 25 to 34 years: - Less than 9th grade,622,523.06,266.87,42.91
Guilford ,HD01_VD53,2006,Estimate; Female: - 25 to 34 years: - Less than 9th grade,1791,624.34,318.54,17.79
United States,HD01_VD54,2006,"Estimate; Female: - 25 to 34 years: - 9th to 12th grade, no diploma",1591579,25798.13,13162.31,0.83
North Carolina,HD01_VD54,2006,"Estimate; Female: - 25 to 34 years: - 9th to 12th grade, no diploma",54682,4870.81,2485.11,4.54
Durham ,HD01_VD54,2006,"Estimate; Female: - 25 to 34 years: - 9th to 12th grade, no diploma",1188,718.47,366.57,30.86
Forsyth ,HD01_VD54,2006,"Estimate; Female: - 25 to 34 years: - 9th to 12th grade, no diploma",2182,987.74,503.95,23.1
Guilford ,HD01_VD54,2006,"Estimate; Female: - 25 to 34 years: - 9th to 12th grade, no diploma",1689,753.02,384.19,22.75
United States,HD01_VD55,2006,Estimate; Female: - 25 to 34 years: - High school graduate (includes equivalency),4868605,47221.11,24092.4,0.49
North Carolina,HD01_VD55,2006,Estimate; Female: - 25 to 34 years: - High school graduate (includes equivalency),142585,7570.72,3862.61,2.71
Durham ,HD01_VD55,2006,Estimate; Female: - 25 to 34 years: - High school graduate (includes equivalency),2225,857.87,437.69,19.67
Forsyth ,HD01_VD55,2006,Estimate; Female: - 25 to 34 years: - High school graduate (includes equivalency),4536,1161.7,592.7,13.07
Guilford ,HD01_VD55,2006,Estimate; Female: - 25 to 34 years: - High school graduate (includes equivalency),6263,1421.45,725.23,11.58
United States,HD01_VD56,2006,"Estimate; Female: - 25 to 34 years: - Some college, no degree",4308146,47455.83,24212.16,0.56
North Carolina,HD01_VD56,2006,"Estimate; Female: - 25 to 34 years: - Some college, no degree",134810,6735.49,3436.47,2.55
Durham ,HD01_VD56,2006,"Estimate; Female: - 25 to 34 years: - Some college, no degree",3354,1116.43,569.61,16.98
Forsyth ,HD01_VD56,2006,"Estimate; Female: - 25 to 34 years: - Some college, no degree",5552,1371.4,699.69,12.6
Guilford ,HD01_VD56,2006,"Estimate; Female: - 25 to 34 years: - Some college, no degree",6716,1184.34,604.26,9
United States,HD01_VD57,2006,Estimate; Female: - 25 to 34 years: - Associate's degree,1810891,28688.68,14637.08,0.81
North Carolina,HD01_VD57,2006,Estimate; Female: - 25 to 34 years: - Associate's degree,58376,5126.98,2615.81,4.48
Durham ,HD01_VD57,2006,Estimate; Female: - 25 to 34 years: - Associate's degree,1010,724.43,369.61,36.6
Forsyth ,HD01_VD57,2006,Estimate; Female: - 25 to 34 years: - Associate's degree,1791,878.13,448.03,25.02
Guilford ,HD01_VD57,2006,Estimate; Female: - 25 to 34 years: - Associate's degree,2542,818.55,417.63,16.43
United States,HD01_VD58,2006,Estimate; Female: - 25 to 34 years: - Bachelor's degree,4485475,35237.11,17978.12,0.4
North Carolina,HD01_VD58,2006,Estimate; Female: - 25 to 34 years: - Bachelor's degree,134901,6693.79,3415.2,2.53
Durham ,HD01_VD58,2006,Estimate; Female: - 25 to 34 years: - Bachelor's degree,7061,1235.57,630.39,8.93
Forsyth ,HD01_VD58,2006,Estimate; Female: - 25 to 34 years: - Bachelor's degree,5521,1367.83,697.87,12.64
Guilford ,HD01_VD58,2006,Estimate; Female: - 25 to 34 years: - Bachelor's degree,6962,1310.64,668.69,9.6
United States,HD01_VD59,2006,Estimate; Female: - 25 to 34 years: - Graduate or professional degree,1837418,24108.6,12300.31,0.67
North Carolina,HD01_VD59,2006,Estimate; Female: - 25 to 34 years: - Graduate or professional degree,47592,3999.83,2040.73,4.29
Durham ,HD01_VD59,2006,Estimate; Female: - 25 to 34 years: - Graduate or professional degree,3596,786.38,401.21,11.16
Forsyth ,HD01_VD59,2006,Estimate; Female: - 25 to 34 years: - Graduate or professional degree,1653,604.09,308.21,18.65
Guilford ,HD01_VD59,2006,Estimate; Female: - 25 to 34 years: - Graduate or professional degree,2996,910.3,464.44,15.5
United States,HD01_VD60,2006,Estimate; Female: - 35 to 44 years:,21943757,18472.85,9424.92,0.04
North Carolina,HD01_VD60,2006,Estimate; Female: - 35 to 44 years:,669597,5316.43,2712.46,0.41
Durham ,HD01_VD60,2006,Estimate; Female: - 35 to 44 years:,20436,768.51,392.1,1.92
Forsyth ,HD01_VD60,2006,Estimate; Female: - 35 to 44 years:,25558,586.21,299.09,1.17
Guilford ,HD01_VD60,2006,Estimate; Female: - 35 to 44 years:,34675,532.6,271.73,0.78
United States,HD01_VD61,2006,Estimate; Female: - 35 to 44 years: - Less than 9th grade,890726,20400.68,10408.51,1.17
North Carolina,HD01_VD61,2006,Estimate; Female: - 35 to 44 years: - Less than 9th grade,20367,2795.23,1426.14,7
Durham ,HD01_VD61,2006,Estimate; Female: - 35 to 44 years: - Less than 9th grade,817,725.62,370.21,45.31
Forsyth ,HD01_VD61,2006,Estimate; Female: - 35 to 44 years: - Less than 9th grade,592,471.83,240.73,40.66
Guilford ,HD01_VD61,2006,Estimate; Female: - 35 to 44 years: - Less than 9th grade,604,462.3,235.87,39.05
United States,HD01_VD62,2006,"Estimate; Female: - 35 to 44 years: - 9th to 12th grade, no diploma",1586517,21046.47,10737.99,0.68
North Carolina,HD01_VD62,2006,"Estimate; Female: - 35 to 44 years: - 9th to 12th grade, no diploma",52183,5554.72,2834.04,5.43
Durham ,HD01_VD62,2006,"Estimate; Female: - 35 to 44 years: - 9th to 12th grade, no diploma",1075,844.77,431.01,40.09
Forsyth ,HD01_VD62,2006,"Estimate; Female: - 35 to 44 years: - 9th to 12th grade, no diploma",1716,830.47,423.71,24.69
Guilford ,HD01_VD62,2006,"Estimate; Female: - 35 to 44 years: - 9th to 12th grade, no diploma",2953,926.98,472.95,16.02
United States,HD01_VD63,2006,Estimate; Female: - 35 to 44 years: - High school graduate (includes equivalency),5933541,43980.26,22438.91,0.38
North Carolina,HD01_VD63,2006,Estimate; Female: - 35 to 44 years: - High school graduate (includes equivalency),176436,7809.02,3984.19,2.26
Durham ,HD01_VD63,2006,Estimate; Female: - 35 to 44 years: - High school graduate (includes equivalency),3312,1419.06,724.01,21.86
Forsyth ,HD01_VD63,2006,Estimate; Female: - 35 to 44 years: - High school graduate (includes equivalency),6848,1396.43,712.46,10.4
Guilford ,HD01_VD63,2006,Estimate; Female: - 35 to 44 years: - High school graduate (includes equivalency),9857,1844.43,941.04,9.55
United States,HD01_VD64,2006,"Estimate; Female: - 35 to 44 years: - Some college, no degree",4560687,40887.15,20860.79,0.46
North Carolina,HD01_VD64,2006,"Estimate; Female: - 35 to 44 years: - Some college, no degree",146870,7238.3,3693.01,2.51
Durham ,HD01_VD64,2006,"Estimate; Female: - 35 to 44 years: - Some college, no degree",2762,967.49,493.62,17.87
Forsyth ,HD01_VD64,2006,"Estimate; Female: - 35 to 44 years: - Some college, no degree",5839,1176,600,10.28
Guilford ,HD01_VD64,2006,"Estimate; Female: - 35 to 44 years: - Some college, no degree",7658,1659.74,846.81,11.06
United States,HD01_VD65,2006,Estimate; Female: - 35 to 44 years: - Associate's degree,2211850,25662.3,13093.01,0.59
North Carolina,HD01_VD65,2006,Estimate; Female: - 35 to 44 years: - Associate's degree,79176,4390.64,2240.12,2.83
Durham ,HD01_VD65,2006,Estimate; Female: - 35 to 44 years: - Associate's degree,2571,1247.49,636.47,24.76
Forsyth ,HD01_VD65,2006,Estimate; Female: - 35 to 44 years: - Associate's degree,2052,903.15,460.79,22.46
Guilford ,HD01_VD65,2006,Estimate; Female: - 35 to 44 years: - Associate's degree,2167,768.51,392.1,18.09
United States,HD01_VD66,2006,Estimate; Female: - 35 to 44 years: - Bachelor's degree,4524048,36643.06,18695.44,0.41
North Carolina,HD01_VD66,2006,Estimate; Female: - 35 to 44 years: - Bachelor's degree,136818,6011.06,3066.87,2.24
Durham ,HD01_VD66,2006,Estimate; Female: - 35 to 44 years: - Bachelor's degree,6143,1407.15,717.93,11.69
Forsyth ,HD01_VD66,2006,Estimate; Female: - 35 to 44 years: - Bachelor's degree,5530,1086.64,554.41,10.03
Guilford ,HD01_VD66,2006,Estimate; Female: - 35 to 44 years: - Bachelor's degree,9095,1684.77,859.58,9.45
United States,HD01_VD67,2006,Estimate; Female: - 35 to 44 years: - Graduate or professional degree,2236388,24470.81,12485.11,0.56
North Carolina,HD01_VD67,2006,Estimate; Female: - 35 to 44 years: - Graduate or professional degree,57747,4010.55,2046.2,3.54
Durham ,HD01_VD67,2006,Estimate; Female: - 35 to 44 years: - Graduate or professional degree,3756,1117.62,570.21,15.18
Forsyth ,HD01_VD67,2006,Estimate; Female: - 35 to 44 years: - Graduate or professional degree,2981,942.47,480.85,16.13
Guilford ,HD01_VD67,2006,Estimate; Female: - 35 to 44 years: - Graduate or professional degree,2341,931.74,475.38,20.31
United States,HD01_VD68,2006,Estimate; Female: - 45 to 64 years:,38388710,24912.85,12710.64,0.03
North Carolina,HD01_VD68,2006,Estimate; Female: - 45 to 64 years:,1160692,4534.81,2313.68,0.2
Durham ,HD01_VD68,2006,Estimate; Female: - 45 to 64 years:,30504,907.91,463.22,1.52
Forsyth ,HD01_VD68,2006,Estimate; Female: - 45 to 64 years:,44715,720.85,367.78,0.82
Guilford ,HD01_VD68,2006,Estimate; Female: - 45 to 64 years:,60781,841.19,429.18,0.71
United States,HD01_VD69,2006,Estimate; Female: - 45 to 64 years: - Less than 9th grade,1882879,22677.62,11570.21,0.61
North Carolina,HD01_VD69,2006,Estimate; Female: - 45 to 64 years: - Less than 9th grade,44624,4516.94,2304.56,5.16
Durham ,HD01_VD69,2006,Estimate; Female: - 45 to 64 years: - Less than 9th grade,908,631.49,322.19,35.48
Forsyth ,HD01_VD69,2006,Estimate; Female: - 45 to 64 years: - Less than 9th grade,1283,820.94,418.85,32.65
Guilford ,HD01_VD69,2006,Estimate; Female: - 45 to 64 years: - Less than 9th grade,1993,847.15,432.22,21.69
United States,HD01_VD70,2006,"Estimate; Female: - 45 to 64 years: - 9th to 12th grade, no diploma",2902808,30417.53,15519.15,0.53
North Carolina,HD01_VD70,2006,"Estimate; Female: - 45 to 64 years: - 9th to 12th grade, no diploma",106492,5526.13,2819.45,2.65
Durham ,HD01_VD70,2006,"Estimate; Female: - 45 to 64 years: - 9th to 12th grade, no diploma",1547,732.77,373.86,24.17
Forsyth ,HD01_VD70,2006,"Estimate; Female: - 45 to 64 years: - 9th to 12th grade, no diploma",2131,836.43,426.75,20.03
Guilford ,HD01_VD70,2006,"Estimate; Female: - 45 to 64 years: - 9th to 12th grade, no diploma",4548,1261.79,643.77,14.16
United States,HD01_VD71,2006,Estimate; Female: - 45 to 64 years: - High school graduate (includes equivalency),11796409,50681.19,25857.75,0.22
North Carolina,HD01_VD71,2006,Estimate; Female: - 45 to 64 years: - High school graduate (includes equivalency),362821,8212.94,4190.28,1.15
Durham ,HD01_VD71,2006,Estimate; Female: - 45 to 64 years: - High school graduate (includes equivalency),6140,1415.49,722.19,11.76
Forsyth ,HD01_VD71,2006,Estimate; Female: - 45 to 64 years: - High school graduate (includes equivalency),11267,1638.3,835.87,7.42
Guilford ,HD01_VD71,2006,Estimate; Female: - 45 to 64 years: - High school graduate (includes equivalency),16192,1930.21,984.8,6.08
United States,HD01_VD72,2006,"Estimate; Female: - 45 to 64 years: - Some college, no degree",8074263,48129.02,24555.62,0.3
North Carolina,HD01_VD72,2006,"Estimate; Female: - 45 to 64 years: - Some college, no degree",243043,8458.38,4315.5,1.78
Durham ,HD01_VD72,2006,"Estimate; Female: - 45 to 64 years: - Some college, no degree",6335,1278.47,652.28,10.3
Forsyth ,HD01_VD72,2006,"Estimate; Female: - 45 to 64 years: - Some college, no degree",10112,1715.74,875.38,8.66
Guilford ,HD01_VD72,2006,"Estimate; Female: - 45 to 64 years: - Some college, no degree",11684,1775.32,905.78,7.75
United States,HD01_VD73,2006,Estimate; Female: - 45 to 64 years: - Associate's degree,3339740,31875.91,16263.22,0.49
North Carolina,HD01_VD73,2006,Estimate; Female: - 45 to 64 years: - Associate's degree,116698,6418.55,3274.77,2.81
Durham ,HD01_VD73,2006,Estimate; Female: - 45 to 64 years: - Associate's degree,2984,954.38,486.93,16.32
Forsyth ,HD01_VD73,2006,Estimate; Female: - 45 to 64 years: - Associate's degree,4975,1407.15,717.93,14.43
Guilford ,HD01_VD73,2006,Estimate; Female: - 45 to 64 years: - Associate's degree,6149,1394.04,711.24,11.57
United States,HD01_VD74,2006,Estimate; Female: - 45 to 64 years: - Bachelor's degree,6280367,41143.32,20991.49,0.33
North Carolina,HD01_VD74,2006,Estimate; Female: - 45 to 64 years: - Bachelor's degree,186177,6316.09,3222.49,1.73
Durham ,HD01_VD74,2006,Estimate; Female: - 45 to 64 years: - Bachelor's degree,6829,1391.66,710.03,10.4
Forsyth ,HD01_VD74,2006,Estimate; Female: - 45 to 64 years: - Bachelor's degree,9951,1384.51,706.38,7.1
Guilford ,HD01_VD74,2006,Estimate; Female: - 45 to 64 years: - Bachelor's degree,13570,1666.89,850.45,6.27
United States,HD01_VD75,2006,Estimate; Female: - 45 to 64 years: - Graduate or professional degree,4112244,32692.09,16679.64,0.41
North Carolina,HD01_VD75,2006,Estimate; Female: - 45 to 64 years: - Graduate or professional degree,100837,5160.34,2632.83,2.61
Durham ,HD01_VD75,2006,Estimate; Female: - 45 to 64 years: - Graduate or professional degree,5761,1187.91,606.08,10.52
Forsyth ,HD01_VD75,2006,Estimate; Female: - 45 to 64 years: - Graduate or professional degree,4996,1042.55,531.91,10.65
Guilford ,HD01_VD75,2006,Estimate; Female: - 45 to 64 years: - Graduate or professional degree,6645,1304.68,665.65,10.02
United States,HD01_VD76,2006,Estimate; Female: - 65 years and over:,21584329,13543.66,6910.03,0.03
North Carolina,HD01_VD76,2006,Estimate; Female: - 65 years and over:,632403,2137.53,1090.58,0.17
Durham ,HD01_VD76,2006,Estimate; Female: - 65 years and over:,14127,319.32,162.92,1.15
Forsyth ,HD01_VD76,2006,Estimate; Female: - 65 years and over:,25253,573.11,292.4,1.16
Guilford ,HD01_VD76,2006,Estimate; Female: - 65 years and over:,31920,383.66,195.74,0.61
United States,HD01_VD77,2006,Estimate; Female: - 65 years and over: - Less than 9th grade,2877007,26184.17,13359.27,0.46
North Carolina,HD01_VD77,2006,Estimate; Female: - 65 years and over: - Less than 9th grade,91367,5091.23,2597.57,2.84
Durham ,HD01_VD77,2006,Estimate; Female: - 65 years and over: - Less than 9th grade,1627,666.04,339.82,20.89
Forsyth ,HD01_VD77,2006,Estimate; Female: - 65 years and over: - Less than 9th grade,3180,768.51,392.1,12.33
Guilford ,HD01_VD77,2006,Estimate; Female: - 65 years and over: - Less than 9th grade,3333,948.43,483.89,14.52
United States,HD01_VD78,2006,"Estimate; Female: - 65 years and over: - 9th to 12th grade, no diploma",3169989,27655.66,14110.03,0.45
North Carolina,HD01_VD78,2006,"Estimate; Female: - 65 years and over: - 9th to 12th grade, no diploma",114919,5119.83,2612.16,2.27
Durham ,HD01_VD78,2006,"Estimate; Female: - 65 years and over: - 9th to 12th grade, no diploma",1913,636.26,324.62,16.97
Forsyth ,HD01_VD78,2006,"Estimate; Female: - 65 years and over: - 9th to 12th grade, no diploma",3945,857.87,437.69,11.09
Guilford ,HD01_VD78,2006,"Estimate; Female: - 65 years and over: - 9th to 12th grade, no diploma",5190,1060.43,541.04,10.42
United States,HD01_VD79,2006,Estimate; Female: - 65 years and over: - High school graduate (includes equivalency),8211553,34302.98,17501.52,0.21
North Carolina,HD01_VD79,2006,Estimate; Female: - 65 years and over: - High school graduate (includes equivalency),216239,7341.96,3745.9,1.73
Durham ,HD01_VD79,2006,Estimate; Female: - 65 years and over: - High school graduate (includes equivalency),4428,781.62,398.79,9.01
Forsyth ,HD01_VD79,2006,Estimate; Female: - 65 years and over: - High school graduate (includes equivalency),9267,1222.47,623.71,6.73
Guilford ,HD01_VD79,2006,Estimate; Female: - 65 years and over: - High school graduate (includes equivalency),10036,1405.96,717.33,7.15
United States,HD01_VD80,2006,"Estimate; Female: - 65 years and over: - Some college, no degree",3423260,25831.49,13179.33,0.38
North Carolina,HD01_VD80,2006,"Estimate; Female: - 65 years and over: - Some college, no degree",100091,4827.91,2463.22,2.46
Durham ,HD01_VD80,2006,"Estimate; Female: - 65 years and over: - Some college, no degree",2052,708.94,361.7,17.63
Forsyth ,HD01_VD80,2006,"Estimate; Female: - 65 years and over: - Some college, no degree",4104,729.19,372.04,9.07
Guilford ,HD01_VD80,2006,"Estimate; Female: - 65 years and over: - Some college, no degree",5528,1108.09,565.35,10.23
United States,HD01_VD81,2006,Estimate; Female: - 65 years and over: - Associate's degree,787347,15542.98,7930.09,1.01
North Carolina,HD01_VD81,2006,Estimate; Female: - 65 years and over: - Associate's degree,23495,2929.87,1494.83,6.36
