geo_description,label,year,description,estimate,moe,se,cv
Forsyth ,HC01_EST_VC01,2006,Total; Estimate; Total population,332355,NA,NA,NA
Forsyth ,HC02_EST_VC06,2014,Male; Estimate; AGE - 15 to 19 years,7.2,0.48,0.24,3.33
Forsyth ,HC03_EST_VC06,2014,Female; Estimate; AGE - 15 to 19 years,6.6,0.36,0.18,2.73
Forsyth ,HC01_EST_VC07,2014,Total; Estimate; AGE - 20 to 24 years,7,0.24,0.12,1.71
Forsyth ,HC02_EST_VC07,2014,Male; Estimate; AGE - 20 to 24 years,7.1,0.48,0.24,3.38
Forsyth ,HC03_EST_VC07,2014,Female; Estimate; AGE - 20 to 24 years,6.9,0.24,0.12,1.74
Forsyth ,HC01_EST_VC08,2014,Total; Estimate; AGE - 25 to 29 years,6.5,0.12,0.06,0.92
Forsyth ,HC02_EST_VC08,2014,Male; Estimate; AGE - 25 to 29 years,6.4,0.12,0.06,0.94
Forsyth ,HC03_EST_VC08,2014,Female; Estimate; AGE - 25 to 29 years,6.6,0.12,0.06,0.91
Forsyth ,HC01_EST_VC09,2014,Total; Estimate; AGE - 30 to 34 years,6.2,0.12,0.06,0.97
Forsyth ,HC02_EST_VC09,2014,Male; Estimate; AGE - 30 to 34 years,6.3,0.24,0.12,1.9
Forsyth ,HC03_EST_VC09,2014,Female; Estimate; AGE - 30 to 34 years,6.1,0.12,0.06,0.98
Forsyth ,HC01_EST_VC10,2014,Total; Estimate; AGE - 35 to 39 years,5.9,0.6,0.31,5.25
Forsyth ,HC02_EST_VC10,2014,Male; Estimate; AGE - 35 to 39 years,5.6,0.95,0.48,8.57
Forsyth ,HC03_EST_VC10,2014,Female; Estimate; AGE - 35 to 39 years,6.1,0.6,0.31,5.08
Forsyth ,HC01_EST_VC11,2014,Total; Estimate; AGE - 40 to 44 years,6.9,0.6,0.31,4.49
Forsyth ,HC02_EST_VC11,2014,Male; Estimate; AGE - 40 to 44 years,7.1,0.95,0.48,6.76
Forsyth ,HC03_EST_VC11,2014,Female; Estimate; AGE - 40 to 44 years,6.7,0.71,0.36,5.37
Forsyth ,HC01_EST_VC12,2014,Total; Estimate; AGE - 45 to 49 years,6.7,0.24,0.12,1.79
Forsyth ,HC02_EST_VC12,2014,Male; Estimate; AGE - 45 to 49 years,6.7,0.12,0.06,0.9
Forsyth ,HC03_EST_VC12,2014,Female; Estimate; AGE - 45 to 49 years,6.6,0.36,0.18,2.73
Forsyth ,HC01_EST_VC13,2014,Total; Estimate; AGE - 50 to 54 years,7.2,0.24,0.12,1.67
Forsyth ,HC02_EST_VC13,2014,Male; Estimate; AGE - 50 to 54 years,7.3,0.24,0.12,1.64
Forsyth ,HC03_EST_VC13,2014,Female; Estimate; AGE - 50 to 54 years,7.1,0.24,0.12,1.69
Forsyth ,HC01_EST_VC14,2014,Total; Estimate; AGE - 55 to 59 years,6.7,0.48,0.24,3.58
Forsyth ,HC02_EST_VC14,2014,Male; Estimate; AGE - 55 to 59 years,6.9,0.6,0.31,4.49
Forsyth ,HC03_EST_VC14,2014,Female; Estimate; AGE - 55 to 59 years,6.5,0.71,0.36,5.54
Forsyth ,HC01_EST_VC15,2014,Total; Estimate; AGE - 60 to 64 years,5.9,0.48,0.24,4.07
Forsyth ,HC02_EST_VC15,2014,Male; Estimate; AGE - 60 to 64 years,5.5,0.6,0.31,5.64
Forsyth ,HC03_EST_VC15,2014,Female; Estimate; AGE - 60 to 64 years,6.3,0.6,0.31,4.92
Forsyth ,HC01_EST_VC16,2014,Total; Estimate; AGE - 65 to 69 years,5.3,0.36,0.18,3.4
Forsyth ,HC02_EST_VC16,2014,Male; Estimate; AGE - 65 to 69 years,5.3,0.6,0.31,5.85
Forsyth ,HC03_EST_VC16,2014,Female; Estimate; AGE - 65 to 69 years,5.3,0.48,0.24,4.53
Forsyth ,HC01_EST_VC17,2014,Total; Estimate; AGE - 70 to 74 years,2.9,0.36,0.18,6.21
Forsyth ,HC02_EST_VC17,2014,Male; Estimate; AGE - 70 to 74 years,2.4,0.6,0.31,12.92
Forsyth ,HC03_EST_VC17,2014,Female; Estimate; AGE - 70 to 74 years,3.3,0.48,0.24,7.27
Forsyth ,HC01_EST_VC18,2014,Total; Estimate; AGE - 75 to 79 years,2.2,0.36,0.18,8.18
Forsyth ,HC02_EST_VC18,2014,Male; Estimate; AGE - 75 to 79 years,2.2,0.36,0.18,8.18
Forsyth ,HC03_EST_VC18,2014,Female; Estimate; AGE - 75 to 79 years,2.2,0.48,0.24,10.91
Forsyth ,HC01_EST_VC19,2014,Total; Estimate; AGE - 80 to 84 years,1.9,0.36,0.18,9.47
Forsyth ,HC02_EST_VC19,2014,Male; Estimate; AGE - 80 to 84 years,1.5,0.36,0.18,12
Forsyth ,HC03_EST_VC19,2014,Female; Estimate; AGE - 80 to 84 years,2.2,0.48,0.24,10.91
Forsyth ,HC01_EST_VC20,2014,Total; Estimate; AGE - 85 years and over,2.1,0.36,0.18,8.57
Forsyth ,HC02_EST_VC20,2014,Male; Estimate; AGE - 85 years and over,1.2,0.36,0.18,15
Forsyth ,HC03_EST_VC20,2014,Female; Estimate; AGE - 85 years and over,2.9,0.48,0.24,8.28
Forsyth ,HC01_EST_VC23,2014,Total; Estimate; SELECTED AGE CATEGORIES - 5 to 14 years,13.7,0.12,0.06,0.44
Forsyth ,HC02_EST_VC23,2014,Male; Estimate; SELECTED AGE CATEGORIES - 5 to 14 years,14.6,0.12,0.06,0.41
Forsyth ,HC03_EST_VC23,2014,Female; Estimate; SELECTED AGE CATEGORIES - 5 to 14 years,12.8,0.24,0.12,0.94
Forsyth ,HC01_EST_VC24,2014,Total; Estimate; SELECTED AGE CATEGORIES - 15 to 17 years,3.9,0.12,0.06,1.54
Forsyth ,HC02_EST_VC24,2014,Male; Estimate; SELECTED AGE CATEGORIES - 15 to 17 years,4.1,0.12,0.06,1.46
Forsyth ,HC03_EST_VC24,2014,Female; Estimate; SELECTED AGE CATEGORIES - 15 to 17 years,3.6,0.24,0.12,3.33
Forsyth ,HC01_EST_VC25,2014,Total; Estimate; SELECTED AGE CATEGORIES - 18 to 24 years,10,0.12,0.06,0.6
Forsyth ,HC02_EST_VC25,2014,Male; Estimate; SELECTED AGE CATEGORIES - 18 to 24 years,10.2,0.24,0.12,1.18
Forsyth ,HC03_EST_VC25,2014,Female; Estimate; SELECTED AGE CATEGORIES - 18 to 24 years,9.8,0.12,0.06,0.61
Forsyth ,HC01_EST_VC26,2014,Total; Estimate; SELECTED AGE CATEGORIES - 15 to 44 years,39.3,0.24,0.12,0.31
Forsyth ,HC02_EST_VC26,2014,Male; Estimate; SELECTED AGE CATEGORIES - 15 to 44 years,39.8,0.24,0.12,0.3
Forsyth ,HC03_EST_VC26,2014,Female; Estimate; SELECTED AGE CATEGORIES - 15 to 44 years,38.9,0.24,0.12,0.31
Forsyth ,HC01_EST_VC27,2014,Total; Estimate; SELECTED AGE CATEGORIES - 16 years and over,78.8,0.24,0.12,0.15
Forsyth ,HC02_EST_VC27,2014,Male; Estimate; SELECTED AGE CATEGORIES - 16 years and over,77.2,0.48,0.24,0.31
Forsyth ,HC03_EST_VC27,2014,Female; Estimate; SELECTED AGE CATEGORIES - 16 years and over,80.3,0.36,0.18,0.22
Forsyth ,HC01_EST_VC28,2014,Total; Estimate; SELECTED AGE CATEGORIES - 18 years and over,76.2,0.12,0.06,0.08
Forsyth ,HC02_EST_VC28,2014,Male; Estimate; SELECTED AGE CATEGORIES - 18 years and over,74.5,0.12,0.06,0.08
Forsyth ,HC03_EST_VC28,2014,Female; Estimate; SELECTED AGE CATEGORIES - 18 years and over,77.8,0.12,0.06,0.08
Forsyth ,HC01_EST_VC29,2014,Total; Estimate; SELECTED AGE CATEGORIES - 60 years and over,20.2,0.48,0.24,1.19
Forsyth ,HC02_EST_VC29,2014,Male; Estimate; SELECTED AGE CATEGORIES - 60 years and over,18,0.6,0.31,1.72
Forsyth ,HC03_EST_VC29,2014,Female; Estimate; SELECTED AGE CATEGORIES - 60 years and over,22.2,0.71,0.36,1.62
Forsyth ,HC01_EST_VC30,2014,Total; Estimate; SELECTED AGE CATEGORIES - 62 years and over,17.8,0.48,0.24,1.35
Forsyth ,HC02_EST_VC30,2014,Male; Estimate; SELECTED AGE CATEGORIES - 62 years and over,16,0.6,0.31,1.94
Forsyth ,HC03_EST_VC30,2014,Female; Estimate; SELECTED AGE CATEGORIES - 62 years and over,19.3,0.6,0.31,1.61
Forsyth ,HC01_EST_VC31,2014,Total; Estimate; SELECTED AGE CATEGORIES - 65 years and over,14.3,0.12,0.06,0.42
Forsyth ,HC02_EST_VC31,2014,Male; Estimate; SELECTED AGE CATEGORIES - 65 years and over,12.5,0.24,0.12,0.96
Forsyth ,HC03_EST_VC31,2014,Female; Estimate; SELECTED AGE CATEGORIES - 65 years and over,15.9,0.24,0.12,0.75
Forsyth ,HC01_EST_VC32,2014,Total; Estimate; SELECTED AGE CATEGORIES - 75 years and over,6.2,0.12,0.06,0.97
Forsyth ,HC02_EST_VC32,2014,Male; Estimate; SELECTED AGE CATEGORIES - 75 years and over,4.9,0.12,0.06,1.22
Forsyth ,HC03_EST_VC32,2014,Female; Estimate; SELECTED AGE CATEGORIES - 75 years and over,7.3,0.24,0.12,1.64
Forsyth ,HC01_EST_VC35,2014,Total; Estimate; SUMMARY INDICATORS - Median age (years),37.9,0.36,0.18,0.47
Forsyth ,HC02_EST_VC35,2014,Male; Estimate; SUMMARY INDICATORS - Median age (years),36.3,0.6,0.31,0.85
Forsyth ,HC03_EST_VC35,2014,Female; Estimate; SUMMARY INDICATORS - Median age (years),39.4,0.6,0.31,0.79
Forsyth ,HC01_EST_VC36,2014,Total; Estimate; SUMMARY INDICATORS - Sex ratio (males per 100 females),90.1,0.48,0.24,0.27
Forsyth ,HC02_EST_VC36,2014,Male; Estimate; SUMMARY INDICATORS - Sex ratio (males per 100 females),NA,NA,NA,NA
Forsyth ,HC03_EST_VC36,2014,Female; Estimate; SUMMARY INDICATORS - Sex ratio (males per 100 females),NA,NA,NA,NA
Forsyth ,HC01_EST_VC37,2014,Total; Estimate; SUMMARY INDICATORS - Age dependency ratio,61.4,0.48,0.24,0.39
Forsyth ,HC02_EST_VC37,2014,Male; Estimate; SUMMARY INDICATORS - Age dependency ratio,NA,NA,NA,NA
Forsyth ,HC03_EST_VC37,2014,Female; Estimate; SUMMARY INDICATORS - Age dependency ratio,NA,NA,NA,NA
Forsyth ,HC01_EST_VC38,2014,Total; Estimate; SUMMARY INDICATORS - Old-age dependency ratio,23.1,0.36,0.18,0.78
Forsyth ,HC02_EST_VC38,2014,Male; Estimate; SUMMARY INDICATORS - Old-age dependency ratio,NA,NA,NA,NA
Forsyth ,HC03_EST_VC38,2014,Female; Estimate; SUMMARY INDICATORS - Old-age dependency ratio,NA,NA,NA,NA
Forsyth ,HC01_EST_VC39,2014,Total; Estimate; SUMMARY INDICATORS - Child dependency ratio,38.4,0.24,0.12,0.31
Forsyth ,HC02_EST_VC39,2014,Male; Estimate; SUMMARY INDICATORS - Child dependency ratio,NA,NA,NA,NA
Forsyth ,HC03_EST_VC39,2014,Female; Estimate; SUMMARY INDICATORS - Child dependency ratio,NA,NA,NA,NA
Forsyth ,HC01_EST_VC42,2014,Total; Estimate; PERCENT IMPUTED - Sex,0,NA,NA,NA
Forsyth ,HC02_EST_VC42,2014,Male; Estimate; PERCENT IMPUTED - Sex,NA,NA,NA,NA
Forsyth ,HC03_EST_VC42,2014,Female; Estimate; PERCENT IMPUTED - Sex,NA,NA,NA,NA
Forsyth ,HC01_EST_VC43,2014,Total; Estimate; PERCENT IMPUTED - Age,1.2,NA,NA,NA
Forsyth ,HC02_EST_VC43,2014,Male; Estimate; PERCENT IMPUTED - Age,NA,NA,NA,NA
Forsyth ,HC03_EST_VC43,2014,Female; Estimate; PERCENT IMPUTED - Age,NA,NA,NA,NA
Forsyth ,HC01_EST_VC01,2015,Total; Estimate; Total population,369019,NA,NA,NA
Forsyth ,HC02_EST_VC01,2015,Male; Estimate; Total population,175153,625.53,319.15,0.18
Forsyth ,HC03_EST_VC01,2015,Female; Estimate; Total population,193866,625.53,319.15,0.16
Forsyth ,HC01_EST_VC03,2015,Total; Estimate; AGE - Under 5 years,6.3,0.12,0.06,0.95
Forsyth ,HC02_EST_VC03,2015,Male; Estimate; AGE - Under 5 years,6.6,0.12,0.06,0.91
Forsyth ,HC03_EST_VC03,2015,Female; Estimate; AGE - Under 5 years,6.1,0.12,0.06,0.98
Forsyth ,HC01_EST_VC04,2015,Total; Estimate; AGE - 5 to 9 years,6.6,0.6,0.31,4.7
Forsyth ,HC02_EST_VC04,2015,Male; Estimate; AGE - 5 to 9 years,6.5,0.95,0.48,7.38
Forsyth ,HC03_EST_VC04,2015,Female; Estimate; AGE - 5 to 9 years,6.6,0.83,0.42,6.36
Forsyth ,HC01_EST_VC05,2015,Total; Estimate; AGE - 10 to 14 years,6.8,0.6,0.31,4.56
Forsyth ,HC02_EST_VC05,2015,Male; Estimate; AGE - 10 to 14 years,7.9,0.95,0.48,6.08
Forsyth ,HC03_EST_VC05,2015,Female; Estimate; AGE - 10 to 14 years,5.8,0.83,0.42,7.24
Forsyth ,HC01_EST_VC06,2015,Total; Estimate; AGE - 15 to 19 years,7.2,0.36,0.18,2.5
Forsyth ,HC02_EST_VC06,2015,Male; Estimate; AGE - 15 to 19 years,7.5,0.48,0.24,3.2
Forsyth ,HC03_EST_VC06,2015,Female; Estimate; AGE - 15 to 19 years,7,0.36,0.18,2.57
Forsyth ,HC01_EST_VC07,2015,Total; Estimate; AGE - 20 to 24 years,6.8,0.36,0.18,2.65
Forsyth ,HC02_EST_VC07,2015,Male; Estimate; AGE - 20 to 24 years,7.1,0.48,0.24,3.38
Forsyth ,HC03_EST_VC07,2015,Female; Estimate; AGE - 20 to 24 years,6.6,0.24,0.12,1.82
Forsyth ,HC01_EST_VC08,2015,Total; Estimate; AGE - 25 to 29 years,6.6,0.24,0.12,1.82
Forsyth ,HC02_EST_VC08,2015,Male; Estimate; AGE - 25 to 29 years,6.6,0.24,0.12,1.82
Forsyth ,HC03_EST_VC08,2015,Female; Estimate; AGE - 25 to 29 years,6.5,0.12,0.06,0.92
Forsyth ,HC01_EST_VC09,2015,Total; Estimate; AGE - 30 to 34 years,6.2,0.12,0.06,0.97
Forsyth ,HC02_EST_VC09,2015,Male; Estimate; AGE - 30 to 34 years,6.2,0.24,0.12,1.94
Forsyth ,HC03_EST_VC09,2015,Female; Estimate; AGE - 30 to 34 years,6.2,0.24,0.12,1.94
Forsyth ,HC01_EST_VC10,2015,Total; Estimate; AGE - 35 to 39 years,6.1,0.71,0.36,5.9
Forsyth ,HC02_EST_VC10,2015,Male; Estimate; AGE - 35 to 39 years,6.3,0.83,0.42,6.67
Forsyth ,HC03_EST_VC10,2015,Female; Estimate; AGE - 35 to 39 years,6,0.83,0.42,7
Forsyth ,HC01_EST_VC11,2015,Total; Estimate; AGE - 40 to 44 years,6.2,0.71,0.36,5.81
Forsyth ,HC02_EST_VC11,2015,Male; Estimate; AGE - 40 to 44 years,6.2,0.83,0.42,6.77
Forsyth ,HC03_EST_VC11,2015,Female; Estimate; AGE - 40 to 44 years,6.2,0.83,0.42,6.77
Forsyth ,HC01_EST_VC12,2015,Total; Estimate; AGE - 45 to 49 years,6.5,0.24,0.12,1.85
Forsyth ,HC02_EST_VC12,2015,Male; Estimate; AGE - 45 to 49 years,6.6,0.36,0.18,2.73
Forsyth ,HC03_EST_VC12,2015,Female; Estimate; AGE - 45 to 49 years,6.5,0.24,0.12,1.85
Forsyth ,HC01_EST_VC13,2015,Total; Estimate; AGE - 50 to 54 years,7.1,0.24,0.12,1.69
Forsyth ,HC02_EST_VC13,2015,Male; Estimate; AGE - 50 to 54 years,7,0.36,0.18,2.57
Forsyth ,HC03_EST_VC13,2015,Female; Estimate; AGE - 50 to 54 years,7.2,0.24,0.12,1.67
Forsyth ,HC01_EST_VC14,2015,Total; Estimate; AGE - 55 to 59 years,7.2,0.6,0.31,4.31
Forsyth ,HC02_EST_VC14,2015,Male; Estimate; AGE - 55 to 59 years,7.1,0.71,0.36,5.07
Forsyth ,HC03_EST_VC14,2015,Female; Estimate; AGE - 55 to 59 years,7.3,0.83,0.42,5.75
Forsyth ,HC01_EST_VC15,2015,Total; Estimate; AGE - 60 to 64 years,5.4,0.6,0.31,5.74
Forsyth ,HC02_EST_VC15,2015,Male; Estimate; AGE - 60 to 64 years,5.2,0.71,0.36,6.92
Forsyth ,HC03_EST_VC15,2015,Female; Estimate; AGE - 60 to 64 years,5.5,0.83,0.42,7.64
Forsyth ,HC01_EST_VC16,2015,Total; Estimate; AGE - 65 to 69 years,5.1,0.48,0.24,4.71
Forsyth ,HC02_EST_VC16,2015,Male; Estimate; AGE - 65 to 69 years,4.8,0.6,0.31,6.46
Forsyth ,HC03_EST_VC16,2015,Female; Estimate; AGE - 65 to 69 years,5.4,0.6,0.31,5.74
Forsyth ,HC01_EST_VC17,2015,Total; Estimate; AGE - 70 to 74 years,3.7,0.36,0.18,4.86
Forsyth ,HC02_EST_VC17,2015,Male; Estimate; AGE - 70 to 74 years,3.5,0.6,0.31,8.86
Forsyth ,HC03_EST_VC17,2015,Female; Estimate; AGE - 70 to 74 years,3.8,0.48,0.24,6.32
Forsyth ,HC01_EST_VC18,2015,Total; Estimate; AGE - 75 to 79 years,2.8,0.36,0.18,6.43
Forsyth ,HC02_EST_VC18,2015,Male; Estimate; AGE - 75 to 79 years,2.3,0.36,0.18,7.83
Forsyth ,HC03_EST_VC18,2015,Female; Estimate; AGE - 75 to 79 years,3.2,0.48,0.24,7.5
Forsyth ,HC01_EST_VC19,2015,Total; Estimate; AGE - 80 to 84 years,1.7,0.24,0.12,7.06
Forsyth ,HC02_EST_VC19,2015,Male; Estimate; AGE - 80 to 84 years,1.4,0.36,0.18,12.86
Forsyth ,HC03_EST_VC19,2015,Female; Estimate; AGE - 80 to 84 years,1.9,0.48,0.24,12.63
Forsyth ,HC01_EST_VC20,2015,Total; Estimate; AGE - 85 years and over,1.7,0.36,0.18,10.59
Forsyth ,HC02_EST_VC20,2015,Male; Estimate; AGE - 85 years and over,1.2,0.36,0.18,15
Forsyth ,HC03_EST_VC20,2015,Female; Estimate; AGE - 85 years and over,2.1,0.48,0.24,11.43
Forsyth ,HC01_EST_VC23,2015,Total; Estimate; SELECTED AGE CATEGORIES - 5 to 14 years,13.4,0.12,0.06,0.45
Forsyth ,HC02_EST_VC23,2015,Male; Estimate; SELECTED AGE CATEGORIES - 5 to 14 years,14.4,0.12,0.06,0.42
Forsyth ,HC03_EST_VC23,2015,Female; Estimate; SELECTED AGE CATEGORIES - 5 to 14 years,12.4,0.24,0.12,0.97
Forsyth ,HC01_EST_VC24,2015,Total; Estimate; SELECTED AGE CATEGORIES - 15 to 17 years,4,0.12,0.06,1.5
Forsyth ,HC02_EST_VC24,2015,Male; Estimate; SELECTED AGE CATEGORIES - 15 to 17 years,4.3,0.12,0.06,1.4
Forsyth ,HC03_EST_VC24,2015,Female; Estimate; SELECTED AGE CATEGORIES - 15 to 17 years,3.7,0.12,0.06,1.62
Forsyth ,HC01_EST_VC25,2015,Total; Estimate; SELECTED AGE CATEGORIES - 18 to 24 years,10.1,0.24,0.12,1.19
Forsyth ,HC02_EST_VC25,2015,Male; Estimate; SELECTED AGE CATEGORIES - 18 to 24 years,10.3,0.24,0.12,1.17
Forsyth ,HC03_EST_VC25,2015,Female; Estimate; SELECTED AGE CATEGORIES - 18 to 24 years,9.9,0.24,0.12,1.21
Forsyth ,HC01_EST_VC26,2015,Total; Estimate; SELECTED AGE CATEGORIES - 15 to 44 years,39.2,0.24,0.12,0.31
Forsyth ,HC02_EST_VC26,2015,Male; Estimate; SELECTED AGE CATEGORIES - 15 to 44 years,40,0.24,0.12,0.3
Forsyth ,HC03_EST_VC26,2015,Female; Estimate; SELECTED AGE CATEGORIES - 15 to 44 years,38.5,0.36,0.18,0.47
Forsyth ,HC01_EST_VC27,2015,Total; Estimate; SELECTED AGE CATEGORIES - 16 years and over,79.1,0.36,0.18,0.23
Forsyth ,HC02_EST_VC27,2015,Male; Estimate; SELECTED AGE CATEGORIES - 16 years and over,77.9,0.48,0.24,0.31
Forsyth ,HC03_EST_VC27,2015,Female; Estimate; SELECTED AGE CATEGORIES - 16 years and over,80.2,0.36,0.18,0.22
Forsyth ,HC01_EST_VC28,2015,Total; Estimate; SELECTED AGE CATEGORIES - 18 years and over,76.4,0.12,0.06,0.08
Forsyth ,HC02_EST_VC28,2015,Male; Estimate; SELECTED AGE CATEGORIES - 18 years and over,74.8,0.24,0.12,0.16
Forsyth ,HC03_EST_VC28,2015,Female; Estimate; SELECTED AGE CATEGORIES - 18 years and over,77.8,0.24,0.12,0.15
Forsyth ,HC01_EST_VC29,2015,Total; Estimate; SELECTED AGE CATEGORIES - 60 years and over,20.3,0.6,0.31,1.53
Forsyth ,HC02_EST_VC29,2015,Male; Estimate; SELECTED AGE CATEGORIES - 60 years and over,18.5,0.71,0.36,1.95
Forsyth ,HC03_EST_VC29,2015,Female; Estimate; SELECTED AGE CATEGORIES - 60 years and over,21.9,0.83,0.42,1.92
Forsyth ,HC01_EST_VC30,2015,Total; Estimate; SELECTED AGE CATEGORIES - 62 years and over,18.3,0.48,0.24,1.31
Forsyth ,HC02_EST_VC30,2015,Male; Estimate; SELECTED AGE CATEGORIES - 62 years and over,16.3,0.6,0.31,1.9
Forsyth ,HC03_EST_VC30,2015,Female; Estimate; SELECTED AGE CATEGORIES - 62 years and over,20.2,0.71,0.36,1.78
Forsyth ,HC01_EST_VC31,2015,Total; Estimate; SELECTED AGE CATEGORIES - 65 years and over,14.9,0.24,0.12,0.81
Forsyth ,HC02_EST_VC31,2015,Male; Estimate; SELECTED AGE CATEGORIES - 65 years and over,13.2,0.24,0.12,0.91
Forsyth ,HC03_EST_VC31,2015,Female; Estimate; SELECTED AGE CATEGORIES - 65 years and over,16.4,0.36,0.18,1.1
Forsyth ,HC01_EST_VC32,2015,Total; Estimate; SELECTED AGE CATEGORIES - 75 years and over,6.1,0.12,0.06,0.98
Forsyth ,HC02_EST_VC32,2015,Male; Estimate; SELECTED AGE CATEGORIES - 75 years and over,5,0.12,0.06,1.2
Forsyth ,HC03_EST_VC32,2015,Female; Estimate; SELECTED AGE CATEGORIES - 75 years and over,7.2,0.12,0.06,0.83
Forsyth ,HC01_EST_VC35,2015,Total; Estimate; SUMMARY INDICATORS - Median age (years),37.9,0.6,0.31,0.82
Forsyth ,HC02_EST_VC35,2015,Male; Estimate; SUMMARY INDICATORS - Median age (years),36.5,0.36,0.18,0.49
Forsyth ,HC03_EST_VC35,2015,Female; Estimate; SUMMARY INDICATORS - Median age (years),39.3,0.71,0.36,0.92
Forsyth ,HC01_EST_VC36,2015,Total; Estimate; SUMMARY INDICATORS - Sex ratio (males per 100 females),90.3,0.6,0.31,0.34
Forsyth ,HC02_EST_VC36,2015,Male; Estimate; SUMMARY INDICATORS - Sex ratio (males per 100 females),NA,NA,NA,NA
Forsyth ,HC03_EST_VC36,2015,Female; Estimate; SUMMARY INDICATORS - Sex ratio (males per 100 females),NA,NA,NA,NA
Forsyth ,HC01_EST_VC37,2015,Total; Estimate; SUMMARY INDICATORS - Age dependency ratio,62.8,0.71,0.36,0.57
Forsyth ,HC02_EST_VC37,2015,Male; Estimate; SUMMARY INDICATORS - Age dependency ratio,NA,NA,NA,NA
Forsyth ,HC03_EST_VC37,2015,Female; Estimate; SUMMARY INDICATORS - Age dependency ratio,NA,NA,NA,NA
Forsyth ,HC01_EST_VC38,2015,Total; Estimate; SUMMARY INDICATORS - Old-age dependency ratio,24.3,0.48,0.24,0.99
Forsyth ,HC02_EST_VC38,2015,Male; Estimate; SUMMARY INDICATORS - Old-age dependency ratio,NA,NA,NA,NA
Forsyth ,HC03_EST_VC38,2015,Female; Estimate; SUMMARY INDICATORS - Old-age dependency ratio,NA,NA,NA,NA
Forsyth ,HC01_EST_VC39,2015,Total; Estimate; SUMMARY INDICATORS - Child dependency ratio,38.5,0.36,0.18,0.47
Forsyth ,HC02_EST_VC39,2015,Male; Estimate; SUMMARY INDICATORS - Child dependency ratio,NA,NA,NA,NA
Forsyth ,HC03_EST_VC39,2015,Female; Estimate; SUMMARY INDICATORS - Child dependency ratio,NA,NA,NA,NA
Forsyth ,HC01_EST_VC42,2015,Total; Estimate; PERCENT IMPUTED - Sex,0,NA,NA,NA
Forsyth ,HC02_EST_VC42,2015,Male; Estimate; PERCENT IMPUTED - Sex,NA,NA,NA,NA
Forsyth ,HC03_EST_VC42,2015,Female; Estimate; PERCENT IMPUTED - Sex,NA,NA,NA,NA
Forsyth ,HC01_EST_VC43,2015,Total; Estimate; PERCENT IMPUTED - Age,0.9,NA,NA,NA
Forsyth ,HC02_EST_VC43,2015,Male; Estimate; PERCENT IMPUTED - Age,NA,NA,NA,NA
Forsyth ,HC03_EST_VC43,2015,Female; Estimate; PERCENT IMPUTED - Age,NA,NA,NA,NA
Forsyth ,HC01_EST_VC01,2016,Total; Estimate; Total population,371511,NA,NA,NA
Forsyth ,HC02_EST_VC01,2016,Male; Estimate; Total population,176789,718.47,366.57,0.21
Forsyth ,HC03_EST_VC01,2016,Female; Estimate; Total population,194722,718.47,366.57,0.19
Forsyth ,HC01_EST_VC03,2016,Total; Estimate; AGE - Under 5 years,6.1,0.12,0.06,0.98
Forsyth ,HC02_EST_VC03,2016,Male; Estimate; AGE - Under 5 years,6.6,0.24,0.12,1.82
Forsyth ,HC03_EST_VC03,2016,Female; Estimate; AGE - Under 5 years,5.6,0.12,0.06,1.07
Forsyth ,HC01_EST_VC04,2016,Total; Estimate; AGE - 5 to 9 years,6.8,0.71,0.36,5.29
Forsyth ,HC02_EST_VC04,2016,Male; Estimate; AGE - 5 to 9 years,7.7,0.95,0.48,6.23
Forsyth ,HC03_EST_VC04,2016,Female; Estimate; AGE - 5 to 9 years,6,0.95,0.48,8
Forsyth ,HC01_EST_VC05,2016,Total; Estimate; AGE - 10 to 14 years,6.5,0.71,0.36,5.54
Forsyth ,HC02_EST_VC05,2016,Male; Estimate; AGE - 10 to 14 years,6.7,0.95,0.48,7.16
Forsyth ,HC03_EST_VC05,2016,Female; Estimate; AGE - 10 to 14 years,6.4,0.95,0.48,7.5
Forsyth ,HC01_EST_VC06,2016,Total; Estimate; AGE - 15 to 19 years,7.1,0.24,0.12,1.69
Forsyth ,HC02_EST_VC06,2016,Male; Estimate; AGE - 15 to 19 years,7.4,0.36,0.18,2.43
Forsyth ,HC03_EST_VC06,2016,Female; Estimate; AGE - 15 to 19 years,6.8,0.24,0.12,1.76
Forsyth ,HC01_EST_VC07,2016,Total; Estimate; AGE - 20 to 24 years,6.7,0.24,0.12,1.79
Forsyth ,HC02_EST_VC07,2016,Male; Estimate; AGE - 20 to 24 years,6.8,0.36,0.18,2.65
Forsyth ,HC03_EST_VC07,2016,Female; Estimate; AGE - 20 to 24 years,6.7,0.24,0.12,1.79
Forsyth ,HC01_EST_VC08,2016,Total; Estimate; AGE - 25 to 29 years,6.6,0.12,0.06,0.91
Forsyth ,HC02_EST_VC08,2016,Male; Estimate; AGE - 25 to 29 years,6.6,0.24,0.12,1.82
Forsyth ,HC03_EST_VC08,2016,Female; Estimate; AGE - 25 to 29 years,6.6,0.12,0.06,0.91
Forsyth ,HC01_EST_VC09,2016,Total; Estimate; AGE - 30 to 34 years,6.2,0.12,0.06,0.97
Forsyth ,HC02_EST_VC09,2016,Male; Estimate; AGE - 30 to 34 years,6.3,0.24,0.12,1.9
Forsyth ,HC03_EST_VC09,2016,Female; Estimate; AGE - 30 to 34 years,6.1,0.24,0.12,1.97
