name,label,concept,predicateType,group,limit,attributes,required
S0503_C03_123E,"Foreign born; Born in Northern and Western Europe!!Estimate!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!Female householder, no husband present, family!!With related children of the householder under 5 years only",SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: EUROPE,int,S0503,0,"S0503_C03_123M,S0503_C03_123EA",NA
S0503_C02_070E,Foreign born; Born in Europe!!Estimate!!OCCUPATION!!Service occupations,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: EUROPE,int,S0503,0,"S0503_C02_070M,S0503_C02_070EA",NA
S1251_C03_010E,Married in the last 12 months!!Female!!Estimate!!PRESENCE OF OWN CHILD UNDER 18 YEARS!!Population in households,CHARACTERISTICS OF PEOPLE WITH A MARITAL EVENT IN THE LAST 12 MONTHS,int,S1251,0,"S1251_C03_010M,S1251_C03_010EA",NA
S2302_C01_005E,"Total!!Estimate!!EMPLOYMENT STATUS CHARACTERISTICS!!Married-couple families!!Wife in labor force, husband not in labor force",EMPLOYMENT CHARACTERISTICS OF FAMILIES,int,S2302,0,"S2302_C01_005M,S2302_C01_005EA",NA
S0501_C04_081E,"Foreign born; Naturalized citizen!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$10,000 to $14,999",SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,int,S0501,0,"S0501_C04_081M,S0501_C04_081EA",NA
S0901_C01_010E,Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander,CHILDREN CHARACTERISTICS,int,S0901,0,"S0901_C01_010M,S0901_C01_010EA",NA
S0103PR_C01_097E,Total!!Estimate!!Owner-occupied housing units!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!30 percent or more,POPULATION 65 YEARS AND OVER IN PUERTO RICO,int,S0103PR,0,"S0103PR_C01_097M,S0103PR_C01_097EA",NA
S1501_C04_050E,Percent Males!!Estimate!!Two or more races!!High school graduate or higher,EDUCATIONAL ATTAINMENT,int,S1501,0,"S1501_C04_050M,S1501_C04_050EA",NA
S1502_C05_014E,Females!!Estimate!!DETAILED AGE!!40 to 64 years!!Science and Engineering,FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR,int,S1502,0,"S1502_C05_014M,S1502_C05_014EA",NA
S2002_C01_048E,Median earnings (dollars)!!Total!!Estimate!!INDUSTRY!!Utilities,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) OF WORKERS BY SEX AND WOMEN'S EARNINGS AS A PERCENTAGE OF MEN'S EARNINGS BY SELECTED CHARACTERISTICS,int,S2002,0,"S2002_C01_048M,S2002_C01_048EA",NA
S0601_C02_018E,Native; born in state of residence!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander,SELECTED CHARACTERISTICS OF THE TOTAL AND NATIVE POPULATIONS IN THE UNITED STATES,int,S0601,0,"S0601_C02_018M,S0601_C02_018EA",NA
S2301_C04_025E,Unemployment rate!!Estimate!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 years only,EMPLOYMENT STATUS,int,S2301,0,"S2301_C04_025M,S2301_C04_025EA",NA
S0103PR_C01_098E,Total!!Estimate!!OWNER CHARACTERISTICS!!Median value (dollars),POPULATION 65 YEARS AND OVER IN PUERTO RICO,int,S0103PR,0,"S0103PR_C01_098M,S0103PR_C01_098EA",NA
S0901_C01_013E,Total!!Estimate!!Hispanic or Latino origin (of any race),CHILDREN CHARACTERISTICS,int,S0901,0,"S0901_C01_013M,S0901_C01_013EA",NA
S1502_C05_015E,Females!!Estimate!!DETAILED AGE!!40 to 64 years!!Science and Engineering Related Fields,FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR,int,S1502,0,"S1502_C05_015M,S1502_C05_015EA",NA
S2302_C01_004E,"Total!!Estimate!!EMPLOYMENT STATUS CHARACTERISTICS!!Married-couple families!!Husband in labor force, wife not in labor force",EMPLOYMENT CHARACTERISTICS OF FAMILIES,int,S2302,0,"S2302_C01_004M,S2302_C01_004EA",NA
S0501_C04_080E,"Foreign born; Naturalized citizen!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$1 to $9,999 or loss",SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,int,S0501,0,"S0501_C04_080M,S0501_C04_080EA",NA
S0504_C01_079E,"Total!!Estimate!!INDUSTRY!!Transportation and warehousing, and utilities","SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: AFRICA, NORTHERN AMERICA, AND OCEANIA",int,S0504,0,"S0504_C01_079M,S0504_C01_079EA",NA
S0503_C03_126E,Foreign born; Born in Northern and Western Europe!!Estimate!!Occupied housing units!!HOUSING TENURE!!Renter-occupied housing units,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: EUROPE,int,S0503,0,"S0503_C03_126M,S0503_C03_126EA",NA
S2301_C04_028E,Unemployment rate!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level,EMPLOYMENT STATUS,int,S2301,0,"S2301_C04_028M,S2301_C04_028EA",NA
S2414_C02_010E,"Median earnings (dollars) for male!!Estimate!!Transportation and warehousing, and utilities!!Transportation and warehousing","INDUSTRY BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",int,S2414,0,"S2414_C02_010M,S2414_C02_010EA",NA
S0103PR_C01_099E,Total!!Estimate!!OWNER CHARACTERISTICS!!Median selected monthly owner costs with a mortgage (dollars),POPULATION 65 YEARS AND OVER IN PUERTO RICO,int,S0103PR,0,"S0103PR_C01_099M,S0103PR_C01_099EA",NA
S0901_C01_012E,Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races,CHILDREN CHARACTERISTICS,int,S0901,0,"S0901_C01_012M,S0901_C01_012EA",NA
S1502_C05_016E,Females!!Estimate!!DETAILED AGE!!40 to 64 years!!Business,FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR,int,S1502,0,"S1502_C05_016M,S1502_C05_016EA",NA
S2302_C01_003E,Total!!Estimate!!EMPLOYMENT STATUS CHARACTERISTICS!!Married-couple families!!Both husband and wife in labor force,EMPLOYMENT CHARACTERISTICS OF FAMILIES,int,S2302,0,"S2302_C01_003M,S2302_C01_003EA",NA
S0503_C03_125E,Foreign born; Born in Northern and Western Europe!!Estimate!!Occupied housing units!!HOUSING TENURE!!Owner-occupied housing units,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: EUROPE,int,S0503,0,"S0503_C03_125M,S0503_C03_125EA",NA
S2301_C04_027E,Unemployment rate!!Estimate!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 to 17 years only,EMPLOYMENT STATUS,int,S2301,0,"S2301_C04_027M,S2301_C04_027EA",NA
S0503_C03_127E,Foreign born; Born in Northern and Western Europe!!Estimate!!Average household size of owner-occupied unit,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: EUROPE,int,S0503,0,"S0503_C03_127M,S0503_C03_127EA",NA
S2301_C04_021E,Unemployment rate!!Estimate!!Population 20 to 64 years,EMPLOYMENT STATUS,int,S2301,0,"S2301_C04_021M,S2301_C04_021EA",NA
S1502_C05_022E,Females!!Estimate!!DETAILED AGE!!65 years and over!!Business,FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR,int,S1502,0,"S1502_C05_022M,S1502_C05_022EA",NA
S0505_C04_004E,Foreign born; Born in South Central Asia!!Estimate!!CITIZENSHIP AND PERIOD OF ENTRY!!Naturalized citizen!!Entered 2000 to 2009,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,int,S0505,0,"S0505_C04_004M,S0505_C04_004EA",NA
S2302_C01_009E,"Total!!Estimate!!Other families!!Female householder, no husband present!!In labor force",EMPLOYMENT CHARACTERISTICS OF FAMILIES,int,S2302,0,"S2302_C01_009M,S2302_C01_009EA",NA
S0501_C04_085E,"Foreign born; Naturalized citizen!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$50,000 to $74,999",SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,int,S0501,0,"S0501_C04_085M,S0501_C04_085EA",NA
S0701PR_C03_010E,Moved; from different municipio!!Estimate!!AGE!!75 years and over,GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN PUERTO RICO,int,S0701PR,0,"S0701PR_C03_010M,S0701PR_C03_010EA",NA
S0504_C01_082E,"Total!!Estimate!!INDUSTRY!!Professional, scientific, and management, and administrative and waste management services","SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: AFRICA, NORTHERN AMERICA, AND OCEANIA",int,S0504,0,"S0504_C01_082M,S0504_C01_082EA",NA
S2301_C04_022E,Unemployment rate!!Estimate!!Population 20 to 64 years!!SEX!!Male,EMPLOYMENT STATUS,int,S2301,0,"S2301_C04_022M,S2301_C04_022EA",NA
S0503_C03_128E,Foreign born; Born in Northern and Western Europe!!Estimate!!Average household size of renter-occupied unit,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: EUROPE,int,S0503,0,"S0503_C03_128M,S0503_C03_128EA",NA
S0505_C04_003E,Foreign born; Born in South Central Asia!!Estimate!!CITIZENSHIP AND PERIOD OF ENTRY!!Naturalized citizen!!Entered 2010 or later,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,int,S0505,0,"S0505_C04_003M,S0505_C04_003EA",NA
S1502_C05_021E,Females!!Estimate!!DETAILED AGE!!65 years and over!!Science and Engineering Related Fields,FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR,int,S1502,0,"S1502_C05_021M,S1502_C05_021EA",NA
S0501_C04_086E,"Foreign born; Naturalized citizen!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$75,000 or more",SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,int,S0501,0,"S0501_C04_086M,S0501_C04_086EA",NA
S0701PR_C03_011E,Moved; from different municipio!!Estimate!!Median age (years),GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN PUERTO RICO,int,S0701PR,0,"S0701PR_C03_011M,S0701PR_C03_011EA",NA
S0504_C01_081E,"Total!!Estimate!!INDUSTRY!!Finance and insurance, and real estate and rental and leasing","SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: AFRICA, NORTHERN AMERICA, AND OCEANIA",int,S0504,0,"S0504_C01_081M,S0504_C01_081EA",NA
S0503_C03_129E,Foreign born; Born in Northern and Western Europe!!Estimate!!ROOMS!!1 room,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: EUROPE,int,S0503,0,"S0503_C03_129M,S0503_C03_129EA",NA
S0701PR_C03_012E,Moved; from different municipio!!Estimate!!SEX!!Male,GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN PUERTO RICO,int,S0701PR,0,"S0701PR_C03_012M,S0701PR_C03_012EA",NA
S2301_C04_023E,Unemployment rate!!Estimate!!Population 20 to 64 years!!SEX!!Female,EMPLOYMENT STATUS,int,S2301,0,"S2301_C04_023M,S2301_C04_023EA",NA
S1502_C05_024E,"Females!!Estimate!!DETAILED AGE!!65 years and over!!Arts, Humanities and Others",FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR,int,S1502,0,"S1502_C05_024M,S1502_C05_024EA",NA
S0505_C04_006E,Foreign born; Born in South Central Asia!!Estimate!!Not a citizen,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,int,S0505,0,"S0505_C04_006M,S0505_C04_006EA",NA
S0501_C04_083E,"Foreign born; Naturalized citizen!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$25,000 to $34,999",SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,int,S0501,0,"S0501_C04_083M,S0501_C04_083EA",NA
S2302_C01_007E,Total!!Estimate!!Other families,EMPLOYMENT CHARACTERISTICS OF FAMILIES,int,S2302,0,"S2302_C01_007M,S2302_C01_007EA",NA
S0601_C02_020E,Native; born in state of residence!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races,SELECTED CHARACTERISTICS OF THE TOTAL AND NATIVE POPULATIONS IN THE UNITED STATES,int,S0601,0,"S0601_C02_020M,S0601_C02_020EA",NA
S0504_C01_080E,Total!!Estimate!!INDUSTRY!!Information,"SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: AFRICA, NORTHERN AMERICA, AND OCEANIA",int,S0504,0,"S0504_C01_080M,S0504_C01_080EA",NA
S2414_C02_002E,"Median earnings (dollars) for male!!Estimate!!Agriculture, forestry, fishing and hunting, and mining","INDUSTRY BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",int,S2414,0,"S2414_C02_002M,S2414_C02_002EA",NA
S0701PR_C03_013E,Moved; from different municipio!!Estimate!!SEX!!Female,GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN PUERTO RICO,int,S0701PR,0,"S0701PR_C03_013M,S0701PR_C03_013EA",NA
S2301_C04_024E,Unemployment rate!!Estimate!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years,EMPLOYMENT STATUS,int,S2301,0,"S2301_C04_024M,S2301_C04_024EA",NA
S0505_C04_005E,Foreign born; Born in South Central Asia!!Estimate!!CITIZENSHIP AND PERIOD OF ENTRY!!Naturalized citizen!!Entered before 2000,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,int,S0505,0,"S0505_C04_005M,S0505_C04_005EA",NA
S1502_C05_023E,Females!!Estimate!!DETAILED AGE!!65 years and over!!Education,FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR,int,S1502,0,"S1502_C05_023M,S1502_C05_023EA",NA
S2302_C01_008E,"Total!!Estimate!!Other families!!Female householder, no husband present",EMPLOYMENT CHARACTERISTICS OF FAMILIES,int,S2302,0,"S2302_C01_008M,S2302_C01_008EA",NA
S0601_C02_021E,Native; born in state of residence!!Estimate!!Hispanic or Latino origin (of any race),SELECTED CHARACTERISTICS OF THE TOTAL AND NATIVE POPULATIONS IN THE UNITED STATES,int,S0601,0,"S0601_C02_021M,S0601_C02_021EA",NA
S0501_C04_084E,"Foreign born; Naturalized citizen!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$35,000 to $49,999",SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,int,S0501,0,"S0501_C04_084M,S0501_C04_084EA",NA
S2414_C02_001E,"Median earnings (dollars) for male!!Estimate!!Full-time, year-round civilian employed population 16 years and over with earnings","INDUSTRY BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",int,S2414,0,"S2414_C02_001M,S2414_C02_001EA",NA
S0901_C01_006E,Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White,CHILDREN CHARACTERISTICS,int,S0901,0,"S0901_C01_006M,S0901_C01_006EA",NA
S0501_C04_089E,Foreign born; Naturalized citizen!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Households,SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,int,S0501,0,"S0501_C04_089M,S0501_C04_089EA",NA
S0601_C02_022E,"Native; born in state of residence!!Estimate!!White alone, not Hispanic or Latino",SELECTED CHARACTERISTICS OF THE TOTAL AND NATIVE POPULATIONS IN THE UNITED STATES,int,S0601,0,"S0601_C02_022M,S0601_C02_022EA",NA
S2414_C02_004E,"Median earnings (dollars) for male!!Estimate!!Agriculture, forestry, fishing and hunting, and mining!!Mining, quarrying, and oil and gas extraction","INDUSTRY BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",int,S2414,0,"S2414_C02_004M,S2414_C02_004EA",NA
S1901_C04_015E,Nonfamily households!!Estimate!!PERCENT ALLOCATED!!Family income in the past 12 months,INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS),int,S1901,0,"S1901_C04_015M,S1901_C04_015EA",NA
S0504_C01_086E,Total!!Estimate!!INDUSTRY!!Public administration,"SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: AFRICA, NORTHERN AMERICA, AND OCEANIA",int,S0504,0,"S0504_C01_086M,S0504_C01_086EA",NA
S0901_C01_007E,Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American,CHILDREN CHARACTERISTICS,int,S0901,0,"S0901_C01_007M,S0901_C01_007EA",NA
S0601_C02_023E,Native; born in state of residence!!Estimate!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over,SELECTED CHARACTERISTICS OF THE TOTAL AND NATIVE POPULATIONS IN THE UNITED STATES,int,S0601,0,"S0601_C02_023M,S0601_C02_023EA",NA
S2414_C02_003E,"Median earnings (dollars) for male!!Estimate!!Agriculture, forestry, fishing and hunting, and mining!!Agriculture, forestry, fishing and hunting","INDUSTRY BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",int,S2414,0,"S2414_C02_003M,S2414_C02_003EA",NA
S0504_C01_085E,Total!!Estimate!!INDUSTRY!!Other services (except public administration),"SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: AFRICA, NORTHERN AMERICA, AND OCEANIA",int,S0504,0,"S0504_C01_085M,S0504_C01_085EA",NA
S1901_C04_016E,Nonfamily households!!Estimate!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS),int,S1901,0,"S1901_C04_016M,S1901_C04_016EA",NA
S0505_C04_002E,Foreign born; Born in South Central Asia!!Estimate!!CITIZENSHIP AND PERIOD OF ENTRY!!Naturalized citizen,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,int,S0505,0,"S0505_C04_002M,S0505_C04_002EA",NA
S1502_C05_020E,Females!!Estimate!!DETAILED AGE!!65 years and over!!Science and Engineering,FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR,int,S1502,0,"S1502_C05_020M,S1502_C05_020EA",NA
S0901_C01_008E,Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native,CHILDREN CHARACTERISTICS,int,S0901,0,"S0901_C01_008M,S0901_C01_008EA",NA
S0505_C03_030E,Foreign born; Born in Eastern Asia!!Estimate!!Hispanic or Latino origin (of any race),SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,int,S0505,0,"S0505_C03_030M,S0505_C03_030EA",NA
S2414_C02_006E,Median earnings (dollars) for male!!Estimate!!Manufacturing,"INDUSTRY BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",int,S2414,0,"S2414_C02_006M,S2414_C02_006EA",NA
S0601_C02_024E,Native; born in state of residence!!Estimate!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Speak language other than English,SELECTED CHARACTERISTICS OF THE TOTAL AND NATIVE POPULATIONS IN THE UNITED STATES,int,S0601,0,"S0601_C02_024M,S0601_C02_024EA",NA
S0501_C04_087E,"Foreign born; Naturalized citizen!!Estimate!!Median earnings (dollars) for full-time, year-round workers!!Male",SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,int,S0501,0,"S0501_C04_087M,S0501_C04_087EA",NA
S0504_C01_084E,"Total!!Estimate!!INDUSTRY!!Arts, entertainment, and recreation, and accommodation and food services","SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: AFRICA, NORTHERN AMERICA, AND OCEANIA",int,S0504,0,"S0504_C01_084M,S0504_C01_084EA",NA
S2301_C04_020E,"Unemployment rate!!Estimate!!White alone, not Hispanic or Latino",EMPLOYMENT STATUS,int,S2301,0,"S2301_C04_020M,S2301_C04_020EA",NA
S0505_C04_001E,Foreign born; Born in South Central Asia!!Estimate!!Foreign-born population,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,int,S0505,0,"S0505_C04_001M,S0505_C04_001EA",NA
S0901_C01_009E,Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian,CHILDREN CHARACTERISTICS,int,S0901,0,"S0901_C01_009M,S0901_C01_009EA",NA
S0505_C03_031E,"Foreign born; Born in Eastern Asia!!Estimate!!White alone, not Hispanic or Latino",SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,int,S0505,0,"S0505_C03_031M,S0505_C03_031EA",NA
S0504_C01_083E,"Total!!Estimate!!INDUSTRY!!Educational services, and health care and social assistance","SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: AFRICA, NORTHERN AMERICA, AND OCEANIA",int,S0504,0,"S0504_C01_083M,S0504_C01_083EA",NA
S0501_C04_088E,"Foreign born; Naturalized citizen!!Estimate!!Median earnings (dollars) for full-time, year-round workers!!Female",SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,int,S0501,0,"S0501_C04_088M,S0501_C04_088EA",NA
S2414_C02_005E,Median earnings (dollars) for male!!Estimate!!Construction,"INDUSTRY BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",int,S2414,0,"S2414_C02_005M,S2414_C02_005EA",NA
S0601_C02_025E,"Native; born in state of residence!!Estimate!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Speak language other than English!!Speak English ""very well""",SELECTED CHARACTERISTICS OF THE TOTAL AND NATIVE POPULATIONS IN THE UNITED STATES,int,S0601,0,"S0601_C02_025M,S0601_C02_025EA",NA
S0802_C01_079E,Total!!Estimate!!Workers 16 years and over who did not work at home!!TIME LEAVING HOME TO GO TO WORK!!8:30 a.m. to 8:59 a.m.,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS,int,S0802,0,"S0802_C01_079M,S0802_C01_079EA",NA
S2414_C02_008E,Median earnings (dollars) for male!!Estimate!!Retail trade,"INDUSTRY BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",int,S2414,0,"S2414_C02_008M,S2414_C02_008EA",NA
S0701PR_C03_018E,Moved; from different municipio!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian,GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN PUERTO RICO,int,S0701PR,0,"S0701PR_C03_018M,S0701PR_C03_018EA",NA
