name,label,concept
S0102_C01_097E,Total!!Estimate!!Owner-occupied housing units,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C01_098E,Total!!Estimate!!Owner-occupied housing units!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Less than 30 percent,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C01_099E,Total!!Estimate!!Owner-occupied housing units!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!30 percent or more,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C01_100E,Total!!Estimate!!OWNER CHARACTERISTICS!!Median value (dollars),POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C01_101E,Total!!Estimate!!OWNER CHARACTERISTICS!!Median selected monthly owner costs with a mortgage (dollars),POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C01_102E,Total!!Estimate!!OWNER CHARACTERISTICS!!Median selected monthly owner costs without a mortgage (dollars),POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C01_103E,Total!!Estimate!!Renter-occupied housing units,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C01_104E,Total!!Estimate!!Renter-occupied housing units!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Less than 30 percent,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C01_105E,Total!!Estimate!!Renter-occupied housing units!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!30 percent or more,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C01_106E,Total!!Estimate!!GROSS RENT!!Median gross rent (dollars),POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_001E,60 years and over!!Estimate!!Total population,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_002E,60 years and over!!Estimate!!SEX AND AGE!!Male,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_003E,60 years and over!!Estimate!!SEX AND AGE!!Female,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_004E,60 years and over!!Estimate!!Median age (years),POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_005E,60 years and over!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_006E,60 years and over!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_007E,60 years and over!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_008E,60 years and over!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_009E,60 years and over!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_010E,60 years and over!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_011E,60 years and over!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_012E,60 years and over!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_013E,60 years and over!!Estimate!!Hispanic or Latino origin (of any race),POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_014E,"60 years and over!!Estimate!!White alone, not Hispanic or Latino",POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_015E,60 years and over!!Estimate!!RELATIONSHIP!!Population in households,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_016E,60 years and over!!Estimate!!RELATIONSHIP!!Population in households!!Householder or spouse,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_017E,60 years and over!!Estimate!!RELATIONSHIP!!Population in households!!Parent,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_018E,60 years and over!!Estimate!!RELATIONSHIP!!Population in households!!Other relatives,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_019E,60 years and over!!Estimate!!RELATIONSHIP!!Population in households!!Nonrelatives,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_020E,60 years and over!!Estimate!!RELATIONSHIP!!Population in households!!Nonrelatives!!Unmarried partner,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_021E,60 years and over!!Estimate!!HOUSEHOLDS BY TYPE!!Households,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_022E,60 years and over!!Estimate!!HOUSEHOLDS BY TYPE!!Households!!Family households,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_023E,60 years and over!!Estimate!!HOUSEHOLDS BY TYPE!!Households!!Family households!!Married-couple family,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_024E,"60 years and over!!Estimate!!HOUSEHOLDS BY TYPE!!Households!!Family households!!Female householder, no husband present, family",POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_025E,60 years and over!!Estimate!!HOUSEHOLDS BY TYPE!!Households!!Nonfamily households,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_026E,60 years and over!!Estimate!!HOUSEHOLDS BY TYPE!!Households!!Nonfamily households!!Householder living alone,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_027E,60 years and over!!Estimate!!MARITAL STATUS!!Population 15 years and over,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_028E,"60 years and over!!Estimate!!MARITAL STATUS!!Population 15 years and over!!Now married, except separated",POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_029E,60 years and over!!Estimate!!MARITAL STATUS!!Population 15 years and over!!Widowed,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_030E,60 years and over!!Estimate!!MARITAL STATUS!!Population 15 years and over!!Divorced,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_031E,60 years and over!!Estimate!!MARITAL STATUS!!Population 15 years and over!!Separated,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_032E,60 years and over!!Estimate!!MARITAL STATUS!!Population 15 years and over!!Never married,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_033E,60 years and over!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_034E,60 years and over!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_035E,"60 years and over!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate, GED, or alternative",POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_036E,60 years and over!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_037E,60 years and over!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_038E,60 years and over!!Estimate!!RESPONSIBILITY FOR GRANDCHILDREN UNDER 18 YEARS!!Population 30 years and over,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_039E,60 years and over!!Estimate!!RESPONSIBILITY FOR GRANDCHILDREN UNDER 18 YEARS!!Population 30 years and over!!Living with grandchild(ren),POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_040E,60 years and over!!Estimate!!RESPONSIBILITY FOR GRANDCHILDREN UNDER 18 YEARS!!Population 30 years and over!!Living with grandchild(ren)!!Responsible for grandchild(ren),POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_041E,60 years and over!!Estimate!!VETERAN STATUS!!Civilian population 18 years and over,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_042E,60 years and over!!Estimate!!VETERAN STATUS!!Civilian population 18 years and over!!Civilian veteran,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_043E,60 years and over!!Estimate!!DISABILITY STATUS!!Civilian noninstitutionalized population,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_044E,60 years and over!!Estimate!!DISABILITY STATUS!!Civilian noninstitutionalized population!!With any disability,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_045E,60 years and over!!Estimate!!DISABILITY STATUS!!Civilian noninstitutionalized population!!No disability,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_046E,60 years and over!!Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_047E,60 years and over!!Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Same house,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_048E,60 years and over!!Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the United States,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_049E,60 years and over!!Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the United States!!Same county,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_050E,60 years and over!!Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the United States!!Different county,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_051E,60 years and over!!Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the United States!!Different county!!Same state,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_052E,60 years and over!!Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the United States!!Different county!!Different state,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_053E,60 years and over!!Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Abroad,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_054E,"60 years and over!!Estimate!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population",POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_055E,"60 years and over!!Estimate!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population!!Native",POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_056E,"60 years and over!!Estimate!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population!!Foreign born",POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_057E,"60 years and over!!Estimate!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population!!Foreign born!!Entered 2010 or later",POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_058E,"60 years and over!!Estimate!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population!!Foreign born!!Entered 2000 to 2009",POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_059E,"60 years and over!!Estimate!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population!!Foreign born!!Entered before 2000",POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_060E,"60 years and over!!Estimate!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population!!Foreign born!!Naturalized U.S. citizen",POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_061E,"60 years and over!!Estimate!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population!!Foreign born!!Not a U.S. citizen",POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_062E,60 years and over!!Estimate!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_063E,60 years and over!!Estimate!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!English only,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_064E,60 years and over!!Estimate!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Language other than English,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_065E,"60 years and over!!Estimate!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Language other than English!!Speak English less than ""very well""",POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_066E,60 years and over!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_067E,60 years and over!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_068E,60 years and over!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_069E,60 years and over!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Employed,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_070E,60 years and over!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_071E,60 years and over!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed!!Percent of civilian labor force,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_072E,60 years and over!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Armed forces,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_073E,60 years and over!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!Not in labor force,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_074E,60 years and over!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Households,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_075E,60 years and over!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Households!!With earnings,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_076E,60 years and over!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Households!!With earnings!!Mean earnings (dollars),POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_077E,60 years and over!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Households!!With Social Security income,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_078E,60 years and over!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Households!!With Social Security income!!Mean Social Security income (dollars),POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_079E,60 years and over!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Households!!With Supplemental Security Income,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_080E,60 years and over!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Households!!With Supplemental Security Income!!Mean Supplemental Security Income (dollars),POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_081E,60 years and over!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Households!!With cash public assistance income,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_082E,60 years and over!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Households!!With cash public assistance income!!Mean cash public assistance income (dollars),POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_083E,60 years and over!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Households!!With retirement income,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_084E,60 years and over!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Households!!With retirement income!!Mean retirement income (dollars),POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_085E,60 years and over!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Households!!With Food Stamp/SNAP benefits,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_086E,60 years and over!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_087E,60 years and over!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!Below 100 percent of the poverty level,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_088E,60 years and over!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!100 to 149 percent of the poverty level,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_089E,60 years and over!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!At or above 150 percent of the poverty level,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_090E,60 years and over!!Estimate!!Occupied housing units,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_091E,60 years and over!!Estimate!!Occupied housing units!!HOUSING TENURE!!Owner-occupied housing units,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_092E,60 years and over!!Estimate!!Occupied housing units!!HOUSING TENURE!!Renter-occupied housing units,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_093E,60 years and over!!Estimate!!Average household size of owner-occupied unit,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_094E,60 years and over!!Estimate!!Average household size of renter-occupied unit,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_095E,60 years and over!!Estimate!!SELECTED CHARACTERISTICS!!No telephone service available,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_096E,60 years and over!!Estimate!!SELECTED CHARACTERISTICS!!1.01 or more occupants per room,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_097E,60 years and over!!Estimate!!Owner-occupied housing units,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_098E,60 years and over!!Estimate!!Owner-occupied housing units!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Less than 30 percent,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_099E,60 years and over!!Estimate!!Owner-occupied housing units!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!30 percent or more,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_100E,60 years and over!!Estimate!!OWNER CHARACTERISTICS!!Median value (dollars),POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_101E,60 years and over!!Estimate!!OWNER CHARACTERISTICS!!Median selected monthly owner costs with a mortgage (dollars),POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_102E,60 years and over!!Estimate!!OWNER CHARACTERISTICS!!Median selected monthly owner costs without a mortgage (dollars),POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_103E,60 years and over!!Estimate!!Renter-occupied housing units,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_104E,60 years and over!!Estimate!!Renter-occupied housing units!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Less than 30 percent,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_105E,60 years and over!!Estimate!!Renter-occupied housing units!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!30 percent or more,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102_C02_106E,60 years and over!!Estimate!!GROSS RENT!!Median gross rent (dollars),POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0102PR_C01_001E,Total!!Estimate!!Total population,POPULATION 60 YEARS AND OVER IN PUERTO RICO
S0102PR_C01_002E,Total!!Estimate!!SEX AND AGE!!Male,POPULATION 60 YEARS AND OVER IN PUERTO RICO
S0102PR_C01_003E,Total!!Estimate!!SEX AND AGE!!Female,POPULATION 60 YEARS AND OVER IN PUERTO RICO
S0102PR_C01_004E,Total!!Estimate!!Median age (years),POPULATION 60 YEARS AND OVER IN PUERTO RICO
