geo_description,label,year,description,estimate,moe,se,cv,file
"Forsyth County, NC",HD01_VD01,2007,Estimate; Total:,87533,3349.28,1708.82,1.95,African American
"Forsyth County, NC",HD01_VD39,2010,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years and 5 to 17 years",950,670.81,342.25,36.03,African American
"Forsyth County, NC",HD01_VD40,2010,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - 5 to 17 years only",1934,735.15,375.08,19.39,African American
"Forsyth County, NC",HD01_VD41,2010,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Female householder, no husband present: - No related children under 18 years",1623,644.6,328.88,20.26,African American
"Forsyth County, NC",HD01_VD01,2011,Estimate; Total:,92039,3967.66,2024.32,2.2,African American
"Forsyth County, NC",HD01_VD02,2011,Estimate; Income in the past 12 months below poverty level:,11419,2392.51,1220.67,10.69,African American
"Forsyth County, NC",HD01_VD03,2011,Estimate; Income in the past 12 months below poverty level: - Married-couple family:,3017,1336.85,682.07,22.61,African American
"Forsyth County, NC",HD01_VD04,2011,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - With related children under 18 years:,2039,1069.96,545.9,26.77,African American
"Forsyth County, NC",HD01_VD05,2011,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - With related children under 18 years: - Under 5 years only,707,532.6,271.73,38.43,African American
"Forsyth County, NC",HD01_VD06,2011,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - With related children under 18 years: - Under 5 years and 5 to 17 years,737,654.13,333.74,45.28,African American
"Forsyth County, NC",HD01_VD07,2011,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - With related children under 18 years: - 5 to 17 years only,595,590.98,301.52,50.68,African American
"Forsyth County, NC",HD01_VD08,2011,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - No related children under 18 years,978,589.79,300.91,30.77,African American
"Forsyth County, NC",HD01_VD09,2011,Estimate; Income in the past 12 months below poverty level: - Other family:,8402,2173.28,1108.82,13.2,African American
"Forsyth County, NC",HD01_VD10,2011,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present:",1208,764.94,390.28,32.31,African American
"Forsyth County, NC",HD01_VD11,2011,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years:",1009,707.74,361.09,35.79,African American
"Forsyth County, NC",HD01_VD12,2011,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years: - Under 5 years only",201,302.64,154.41,76.82,African American
"Forsyth County, NC",HD01_VD13,2011,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years: - Under 5 years and 5 to 17 years",515,526.64,268.69,52.17,African American
"Forsyth County, NC",HD01_VD14,2011,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years: - 5 to 17 years only",293,402.72,205.47,70.13,African American
"Forsyth County, NC",HD01_VD15,2011,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present: - No related children under 18 years",199,225.19,114.89,57.73,African American
"Forsyth County, NC",HD01_VD16,2011,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present:",7194,1931.4,985.41,13.7,African American
"Forsyth County, NC",HD01_VD17,2011,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years:",6857,1881.36,959.88,14,African American
"Forsyth County, NC",HD01_VD18,2011,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years only",1801,1034.21,527.66,29.3,African American
"Forsyth County, NC",HD01_VD19,2011,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years and 5 to 17 years",2346,1105.7,564.13,24.05,African American
"Forsyth County, NC",HD01_VD20,2011,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - 5 to 17 years only",2710,1027.06,524.01,19.34,African American
"Forsyth County, NC",HD01_VD21,2011,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - No related children under 18 years",337,218.04,111.24,33.01,African American
"Forsyth County, NC",HD01_VD22,2011,Estimate; Income in the past 12 months at or above poverty level:,80620,4076.09,2079.64,2.58,African American
"Forsyth County, NC",HD01_VD23,2011,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family:,63170,3731.74,1903.95,3.01,African American
"Forsyth County, NC",HD01_VD24,2011,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - With related children under 18 years:,27466,2721.36,1388.45,5.06,African American
"Forsyth County, NC",HD01_VD25,2011,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - With related children under 18 years: - Under 5 years only,5836,1604.94,818.85,14.03,African American
"Forsyth County, NC",HD01_VD26,2011,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - With related children under 18 years: - Under 5 years and 5 to 17 years,4941,1296.34,661.4,13.39,African American
"Forsyth County, NC",HD01_VD27,2011,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - With related children under 18 years: - 5 to 17 years only,16689,2128,1085.71,6.51,African American
"Forsyth County, NC",HD01_VD28,2011,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - No related children under 18 years,35704,2579.57,1316.11,3.69,African American
"Forsyth County, NC",HD01_VD29,2011,Estimate; Income in the past 12 months at or above poverty level: - Other family:,17450,2680.85,1367.78,7.84,African American
"Forsyth County, NC",HD01_VD30,2011,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Male householder, no wife present:",4664,1308.26,667.48,14.31,African American
"Forsyth County, NC",HD01_VD31,2011,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years:",2866,1012.77,516.72,18.03,African American
"Forsyth County, NC",HD01_VD32,2011,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years: - Under 5 years only",493,431.32,220.06,44.64,African American
"Forsyth County, NC",HD01_VD33,2011,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years: - Under 5 years and 5 to 17 years",773,710.13,362.31,46.87,African American
"Forsyth County, NC",HD01_VD34,2011,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years: - 5 to 17 years only",1600,719.66,367.17,22.95,African American
"Forsyth County, NC",HD01_VD35,2011,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Male householder, no wife present: - No related children under 18 years",1798,834.04,425.53,23.67,African American
"Forsyth County, NC",HD01_VD36,2011,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Female householder, no husband present:",12786,2085.11,1063.83,8.32,African American
"Forsyth County, NC",HD01_VD37,2011,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years:",8422,1632.34,832.83,9.89,African American
"Forsyth County, NC",HD01_VD38,2011,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years only",1264,686.3,350.15,27.7,African American
"Forsyth County, NC",HD01_VD39,2011,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years and 5 to 17 years",979,674.38,344.07,35.15,African American
"Forsyth County, NC",HD01_VD40,2011,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - 5 to 17 years only",6179,1454.81,742.25,12.01,African American
