notes,county,gender,ethnicity,race,age,population,year
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,1-4 years,93,2009
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,5-9 years,130,2009
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,10-14 years,96,2009
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,15-19 years,89,2009
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,20-24 years,66,2009
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,25-29 years,90,2009
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,30-34 years,98,2009
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,35-39 years,70,2009
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,40-44 years,34,2009
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,45-49 years,40,2009
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,50-54 years,21,2009
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,55-59 years,17,2009
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,60-64 years,8,2009
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,65-69 years,5,2009
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,70-74 years,2,2009
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,80-84 years,2,2009
Total,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,NA,888,2009
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,< 1 year,6,2009
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,1-4 years,17,2009
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,5-9 years,25,2009
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,10-14 years,24,2009
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,15-19 years,17,2009
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,20-24 years,19,2009
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,25-29 years,24,2009
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,30-34 years,18,2009
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,35-39 years,12,2009
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,40-44 years,14,2009
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,45-49 years,7,2009
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,50-54 years,5,2009
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,55-59 years,3,2009
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,60-64 years,5,2009
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,65-69 years,1,2009
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,70-74 years,1,2009
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,75-79 years,2,2009
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,80-84 years,1,2009
Total,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,NA,201,2009
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,< 1 year,79,2009
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,1-4 years,301,2009
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,5-9 years,389,2009
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,10-14 years,225,2009
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,15-19 years,217,2009
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,20-24 years,273,2009
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,25-29 years,262,2009
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,30-34 years,265,2009
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,35-39 years,213,2009
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,40-44 years,118,2009
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,45-49 years,101,2009
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,50-54 years,54,2009
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,55-59 years,34,2009
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,60-64 years,17,2009
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,65-69 years,15,2009
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,70-74 years,5,2009
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,75-79 years,4,2009
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,80-84 years,4,2009
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,85+ years,4,2009
Total,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,NA,2580,2009
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,< 1 year,472,2009
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,1-4 years,1956,2009
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,5-9 years,1916,2009
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,10-14 years,1437,2009
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,15-19 years,1211,2009
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,20-24 years,1195,2009
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,25-29 years,1557,2009
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,30-34 years,1640,2009
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,35-39 years,1282,2009
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,40-44 years,834,2009
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,45-49 years,708,2009
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,50-54 years,434,2009
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,55-59 years,313,2009
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,60-64 years,182,2009
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,65-69 years,130,2009
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,70-74 years,66,2009
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,75-79 years,63,2009
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,80-84 years,39,2009
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,85+ years,35,2009
Total,"Forsyth County, NC",Female,Hispanic or Latino,White,NA,15470,2009
Total,"Forsyth County, NC",Female,Hispanic or Latino,NA,NA,19139,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,< 1 year,6,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,1-4 years,28,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,5-9 years,33,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,10-14 years,48,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,15-19 years,42,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,20-24 years,36,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,25-29 years,42,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,30-34 years,36,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,35-39 years,47,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,40-44 years,38,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,45-49 years,49,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,50-54 years,54,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,55-59 years,37,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,60-64 years,30,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,65-69 years,16,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,70-74 years,2,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,75-79 years,5,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,80-84 years,3,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,85+ years,4,2009
Total,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,NA,556,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,< 1 year,48,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,1-4 years,255,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,5-9 years,294,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,10-14 years,247,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,15-19 years,244,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,20-24 years,270,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,25-29 years,338,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,30-34 years,375,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,35-39 years,369,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,40-44 years,284,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,45-49 years,264,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,50-54 years,177,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,55-59 years,186,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,60-64 years,103,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,65-69 years,69,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,70-74 years,44,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,75-79 years,33,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,80-84 years,18,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,85+ years,17,2009
Total,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,NA,3635,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,< 1 year,647,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,1-4 years,2586,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,5-9 years,3316,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,10-14 years,3379,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,15-19 years,4575,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,20-24 years,4462,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,25-29 years,3232,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,30-34 years,3104,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,35-39 years,3576,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,40-44 years,3547,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,45-49 years,3828,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,50-54 years,3480,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,55-59 years,2975,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,60-64 years,2377,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,65-69 years,1557,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,70-74 years,1143,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,75-79 years,945,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,80-84 years,691,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,85+ years,601,2009
Total,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,NA,50021,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,< 1 year,993,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,1-4 years,4117,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,5-9 years,5755,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,10-14 years,5634,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,15-19 years,6337,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,20-24 years,6408,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,25-29 years,6300,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,30-34 years,5907,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,35-39 years,6822,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,40-44 years,7420,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,45-49 years,8952,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,50-54 years,8862,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,55-59 years,8193,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,60-64 years,7246,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,65-69 years,5498,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,70-74 years,4453,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,75-79 years,3997,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,80-84 years,3500,2009
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,85+ years,3408,2009
Total,"Forsyth County, NC",Female,Not Hispanic or Latino,White,NA,109802,2009
Total,"Forsyth County, NC",Female,Not Hispanic or Latino,NA,NA,164014,2009
Total,"Forsyth County, NC",Female,NA,NA,NA,183153,2009
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,< 1 year,30,2009
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,1-4 years,99,2009
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,5-9 years,105,2009
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,10-14 years,103,2009
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,15-19 years,67,2009
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,20-24 years,104,2009
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,25-29 years,94,2009
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,30-34 years,116,2009
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,35-39 years,92,2009
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,40-44 years,72,2009
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,45-49 years,45,2009
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,50-54 years,19,2009
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,55-59 years,13,2009
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,60-64 years,7,2009
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,65-69 years,8,2009
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,70-74 years,1,2009
Total,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,NA,975,2009
NA,"Forsyth County, NC",Male,Hispanic or Latino,Asian or Pacific Islander,< 1 year,5,2009
NA,"Forsyth County, NC",Male,Hispanic or Latino,Asian or Pacific Islander,1-4 years,22,2009
NA,"Forsyth County, NC",Male,Hispanic or Latino,Asian or Pacific Islander,5-9 years,21,2009
NA,"Forsyth County, NC",Male,Hispanic or Latino,Asian or Pacific Islander,10-14 years,14,2009
NA,"Forsyth County, NC",Male,Hispanic or Latino,Asian or Pacific Islander,15-19 years,12,2009
NA,"Forsyth County, NC",Male,Hispanic or Latino,Asian or Pacific Islander,20-24 years,25,2009
NA,"Forsyth County, NC",Male,Hispanic or Latino,Asian or Pacific Islander,25-29 years,20,2009
NA,"Forsyth County, NC",Male,Hispanic or Latino,Asian or Pacific Islander,30-34 years,29,2009
